;familyKey;family;rank
1667;3243665.0;goniaeolididae;family
1668;2646.0;eubranchidae;family
1669;2647.0;dorididae;family
1670;2648.0;dendronotidae;family
1671;2649.0;corambidae;family
1672;2650.0;conualeviidae;family
1673;2651.0;babakinidae;family
1674;2652.0;asteronotidae;family
1675;2653.0;arminidae;family
1676;2654.0;aeolidiidae;family
1677;2655.0;actinocyclidae;family
1678;2656.0;tylodinidae;family
1679;2657.0;phenacolepadidae;family
1680;2658.0;neritidae;family
1681;2659.0;truncatellidae;family
1682;2660.0;triphoridae;family
1683;2661.0;tonnidae;family
1684;2662.0;siliquariidae;family
1685;2663.0;ranellidae;family
1686;2664.0;pterotracheidae;family
1687;2665.0;pleuroceridae;family
1688;2666.0;ovulidae;family
1689;4362967.0;scaliolidae;family
1690;2668.0;littorinidae;family
1691;2669.0;litiopidae;family
1692;7058.0;velutinidae;family
1693;2671.0;hydrobiidae;family
1694;2672.0;haloceratidae;family
1695;2673.0;epitoniidae;family
1696;2674.0;elachisinidae;family
1697;2675.0;cypraeidae;family
1698;2676.0;cerithiopsidae;family
1699;2677.0;bursidae;family
1700;2678.0;bithyniidae;family
1701;2679.0;batillariidae;family
1702;2680.0;barleeiidae;family
1703;2681.0;atlantidae;family
1704;4304980.0;aporrhaidae;family
1705;2683.0;annulariidae;family
1706;2684.0;volutomitridae;family
1707;2685.0;terebridae;family
1708;6770.0;pseudomelatomidae;family
1709;2687.0;olividae;family
1710;2688.0;nassariidae;family
1711;2689.0;marginellidae;family
1712;2690.0;magilidae;family
1713;2691.0;cystiscidae;family
1714;2692.0;coralliophilidae;family
1715;2693.0;columbellidae;family
1716;2694.0;columbariidae;family
1717;2696.0;buccinidae;family
1718;6759.0;eulimidae;family
1719;2698.0;pomatiopsidae;family
1720;2699.0;valvatidae;family
1721;2700.0;rissoellidae;family
1722;6104487.0;murchisonellidae;family
1723;2702.0;cornirostridae;family
1724;2703.0;architectonicidae;family
1725;2704.0;amathinidae;family
1726;2705.0;acteonidae;family
1727;6787.0;clionidae;family
1728;2707.0;pneumodermatidae;family
1729;2708.0;notobranchaeidae;family
1730;2709.0;pseudaliidae;family
1731;2710.0;ornithostrongylidae;family
1732;2711.0;molineidae;family
1733;2712.0;herpetostrongylidae;family
1734;2713.0;amidostomatidae;family
1735;2714.0;spirocercidae;family
1736;2715.0;onchocercidae;family
1737;2716.0;habronematidae;family
1738;2717.0;gomortegaceae;family
1739;2718.0;gongylonematidae;family
1740;2719.0;drilonematidae;family
1741;2720.0;cystidicolidae;family
1742;2721.0;acuariidae;family
1743;2722.0;strongyloididae;family
1744;2723.0;heterorhabditidae;family
1745;2724.0;rhigonematidae;family
1746;2725.0;pharyngodonidae;family
1747;2726.0;cosmocercidae;family
1748;2727.0;diphtherophoridae;family
1749;2728.0;sphaeromyxidae;family
1750;2729.0;sinuolineidae;family
1751;2730.0;auerbachiidae;family
1752;2731.0;zerotulidae;family
1753;2734.0;laubierinidae;family
1754;2733.0;melanopsidae;family
1755;2734.0;laubierinidae;family
1756;2735.0;iravadiidae;family
1757;2736.0;eatoniellidae;family
1758;2737.0;anabathridae;family
1759;2738.0;xylodisculidae;family
1760;2739.0;hyalogyrinidae;family
1761;6833.0;opisthoteuthidae;family
1762;2741.0;cyamiidae;family
1763;2742.0;propeamussiidae;family
1764;2743.0;myochamidae;family
1765;2744.0;cleidothaeridae;family
1766;2745.0;neilonellidae;family
1767;2746.0;pelagothuriidae;family
1768;2747.0;placothuriidae;family
1769;2748.0;heterothyonidae;family
1770;2749.0;temnopleuridae;family
1771;2750.0;asterostomatidae;family
1772;2751.0;pliolampadidae;family
1773;2752.0;apatopygidae;family
1774;2753.0;phrynocrinidae;family
1775;2754.0;zenometridae;family
1776;6010.0;heliasteridae;family
1777;2756.0;neomorphasteridae;family
1778;2757.0;proheliolitidae;family
1779;2758.0;pseudolepraliidae;family
1780;2759.0;rhabdozoidae;family
1781;2760.0;sclerodomidae;family
1782;2761.0;scrupariidae;family
1783;2762.0;setosellidae;family
1784;5815.0;heliodomidae;family
1785;2764.0;smittinidae;family
1786;2765.0;urceoliporidae;family
1787;5192.0;candonidae;family
1788;9259.0;cyprididae;family
1789;2768.0;bythocyprididae;family
1790;5117.0;entomolepididae;family
1791;2771.0;pachylasmatidae;family
1792;2772.0;thamnomolgidae;family
1793;2773.0;sulcanidae;family
1794;2774.0;callianideidae;family
1795;2775.0;belliidae;family
1796;2776.0;phreatogammaridae;family
1797;2778.0;paracrangonyctidae;family
1798;2779.0;nihotungidae;family
1799;2780.0;kamakidae;family
1800;2781.0;bryopsocidae;family
1801;2782.0;philopteridae;family
1802;2783.0;menoponidae;family
1803;2784.0;laemobothriidae;family
1804;2785.0;gyropidae;family
1805;2786.0;boopiidae;family
1806;2787.0;pergidae;family
1807;2788.0;maamingidae;family
1808;2789.0;gasteruptiidae;family
1809;2790.0;diapriidae;family
1810;2791.0;siphlaenigmatidae;family
1811;2792.0;rallidentidae;family
1812;2793.0;oniscigastridae;family
1813;2794.0;coloburiscidae;family
1814;2795.0;spongiphoridae;family
1815;2796.0;anisolabididae;family
1816;2797.0;heterojapygidae;family
1817;2798.0;spinothecidae;family
1818;2800.0;neothricidae;family
1819;2801.0;liodidae;family
1820;2802.0;tuckerellidae;family
1821;2803.0;trombiculidae;family
1822;2804.0;stygotoniidae;family
1823;2805.0;smarididae;family
1824;3817.0;coelomomycetaceae;family
1825;3818.0;catenariaceae;family
1826;3819.0;blastocladiaceae;family
1827;3820.0;wallemiaceae;family
1828;3821.0;ustilaginaceae;family
1829;3822.0;melanotaeniaceae;family
1830;3823.0;cintractiellaceae;family
1831;3824.0;anthracoideaceae;family
1832;3825.0;urocystidaceae;family
1833;3826.0;trichosporonaceae;family
1834;3827.0;tremellaceae;family
1835;3828.0;tetragoniomycetaceae;family
1836;3829.0;bogoriellaceae;family
1837;3830.0;catenulisporaceae;family
1838;3831.0;corynebacteriaceae;family
1839;3832.0;cellulomonadaceae;family
1840;3833.0;geodermatophilaceae;family
1841;3834.0;intrasporangiaceae;family
1842;3835.0;kineosporiaceae;family
1843;3836.0;micrococcaceae;family
1844;3837.0;microbacteriaceae;family
1845;3838.0;micromonosporaceae;family
1846;3839.0;nakamurellaceae;family
1847;3840.0;promicromonosporaceae;family
1848;3841.0;pseudonocardiaceae;family
1849;3842.0;sporichthyaceae;family
1850;3843.0;segniliparaceae;family
1851;3844.0;streptosporangiaceae;family
1852;3845.0;thermomonosporaceae;family
1853;3846.0;tsukamurellaceae;family
1854;3847.0;bifidobacteriaceae;family
1855;3848.0;acidimicrobiaceae;family
1856;3849.0;patulibacteraceae;family
1857;3850.0;sphaerobacteraceae;family
1858;3851.0;aquificaceae;family
1859;3852.0;rikenellaceae;family
1860;3853.0;cryomorphaceae;family
1861;3854.0;flammeovirgaceae;family
1862;3237749.0;cytophagaceae;family
1863;3856.0;cancridae;family
1864;3857.0;carpiliidae;family
1865;3858.0;corystidae;family
1866;3859.0;ctenochelidae;family
1867;3860.0;cymonomidae;family
1868;3861.0;dairidae;family
1869;3862.0;diogenidae;family
1870;3863.0;disciadidae;family
1871;3864.0;dynomenidae;family
1872;3865.0;epialtidae;family
1873;3866.0;eugonatonotidae;family
1874;3867.0;glyptograpsidae;family
1875;3868.0;hepatidae;family
1876;3869.0;hippolytidae;family
1877;3870.0;homolodromiidae;family
1878;3871.0;hymenoceridae;family
1879;3872.0;inachoididae;family
1880;3873.0;chaunacidae;family
1881;3874.0;gigantactinidae;family
1882;3875.0;lophichthyidae;family
1883;3876.0;lophiidae;family
1884;3877.0;melanocetidae;family
1885;3878.0;adinetidae;family
1886;3879.0;asciaporrectidae;family
1887;3880.0;brachionidae;family
1888;3881.0;clariaidae;family
1889;3882.0;cotylegaleatidae;family
1890;3883.0;dicranophoridae;family
1891;3884.0;epiphanidae;family
1892;3885.0;lepadellidae;family
1893;3886.0;microcodidae;family
1894;3887.0;synchaetidae;family
1895;3888.0;trichotriidae;family
1896;3889.0;conochilidae;family
1897;3890.0;paramurrayonidae;family
1898;3891.0;agelasidae;family
1899;3892.0;astroscleridae;family
1900;3893.0;calthropellidae;family
1901;3894.0;geodiidae;family
1902;3895.0;thrombidae;family
1903;3896.0;darwinellidae;family
1904;3897.0;dysideidae;family
1905;3898.0;irciniidae;family
1906;3899.0;acanthochaetetidae;family
1907;3901.0;hemiasterellidae;family
1908;3902.0;placospongiidae;family
1909;3903.0;trachycladidae;family
1910;3904.0;bubaridae;family
1911;3905.0;heteroxyidae;family
1912;3906.0;halisarcidae;family
1913;3907.0;calcifibrospongiidae;family
1914;3908.0;callyspongiidae;family
1915;3909.0;chalinidae;family
1916;3910.0;lubomirskiidae;family
1917;3911.0;metaniidae;family
1918;3912.0;metschnikowiidae;family
1919;3913.0;petrosiidae;family
1920;3914.0;phloeodictyidae;family
1921;3915.0;spongillidae;family
1922;3918.0;macandrewiidae;family
1923;3919.0;phymatellidae;family
1924;3920.0;scleritodermidae;family
1925;3921.0;theonellidae;family
1926;3922.0;vetulinidae;family
1927;3923.0;acarnidae;family
1928;3924.0;araucariaceae;family
1929;3925.0;pinaceae;family
1930;3926.0;laomediidae;family
1931;3927.0;latreilliidae;family
1932;3928.0;leucosiidae;family
1933;3929.0;luciferidae;family
1934;3930.0;acaulidae;family
1935;3931.0;aequoreidae;family
1936;3932.0;agariciidae;family
1937;3933.0;alcyoniidae;family
1938;3934.0;anthemiphylliidae;family
1939;3935.0;anthoptilidae;family
1940;3936.0;aphanipathidae;family
1941;3937.0;apolemiidae;family
1942;3938.0;armorhydridae;family
1943;3939.0;astrocoeniidae;family
1944;3940.0;australomedusidae;family
1945;3941.0;blackfordiidae;family
1946;3942.0;boeromedusidae;family
1947;3943.0;bonneviellidae;family
1948;3944.0;boreohydridae;family
1949;3945.0;botrucnidiferidae;family
1950;3946.0;bougainvilliidae;family
1951;3947.0;bythotiaridae;family
1952;3948.0;campanulinidae;family
1953;3950.0;caryophylliidae;family
1954;3951.0;catostylidae;family
1955;3952.0;chirodropidae;family
1956;3953.0;chiropsalmidae;family
1957;3954.0;chunellidae;family
1958;3955.0;cladonematidae;family
1959;3956.0;clathrozoellidae;family
1960;3957.0;clavulariidae;family
1961;3958.0;coralliidae;family
1962;3959.0;cornulariidae;family
1963;3960.0;corymorphidae;family
1964;3961.0;cyaneidae;family
1965;3962.0;dipleurosomatidae;family
1966;3955.0;cladonematidae;family
1967;3964.0;ellisellidae;family
1968;3965.0;epizoanthidae;family
1969;3966.0;erennidae;family
1970;7526997.0;euphylliidae;family
1971;3968.0;faviidae;family
1972;3969.0;fungiacyathidae;family
1973;3970.0;fungiidae;family
1974;3971.0;geryoniidae;family
1975;3972.0;guyniidae;family
1976;3973.0;haleciidae;family
1977;3974.0;halipteridae;family
1978;3975.0;hebellidae;family
1979;3976.0;hydractiniidae;family
1980;3977.0;hydridae;family
1981;3978.0;hydrocorynidae;family
1982;3979.0;keroeididae;family
1983;3980.0;kophobelemnidae;family
1984;4282532.0;kyopodiidae;family
1985;3982.0;leiopathidae;family
1986;3983.0;lineolariidae;family
1987;3984.0;lovenellidae;family
1988;3985.0;lucernariidae;family
1989;3986.0;lychnorhizidae;family
1990;3987.0;margelopsidae;family
1991;3988.0;micrabaciidae;family
1992;3989.0;microhydrulidae;family
1993;3990.0;lecythidaceae;family
1994;3991.0;tettigoniidae;family
1995;3992.0;anostostomatidae;family
1996;3993.0;schizodactylidae;family
1997;3994.0;mogoplistidae;family
1998;3995.0;lankasomatidae;family
1999;3996.0;lusitaniosomatidae;family
2000;3997.0;macrochaeteumatidae;family
2001;3998.0;megalotylidae;family
2002;3999.0;neoatractosomatidae;family
2003;4000.0;opisthocheiridae;family
2004;4001.0;peterjohnsiidae;family
2005;4002.0;pygmaeosomatidae;family
2006;4003.0;rhiscosomididae;family
2007;4004.0;speophilosomatidae;family
2008;4005.0;striariidae;family
2009;4006.0;tingupidae;family
2010;4007.0;doderiidae;family
2011;4008.0;glomeridae;family
2012;4009.0;glomeridesmidae;family
2013;4010.0;chelojulidae;family
2014;4011.0;galliobatidae;family
2015;4012.0;julidae;family
2016;4013.0;mongoliulidae;family
2017;4014.0;nemasomatidae;family
2018;4015.0;telsonemasomatidae;family
2019;4016.0;lipkeidae;family
2020;4017.0;platydesmidae;family
2021;4018.0;ammodesmidae;family
2022;4019.0;aphelidesmidae;family
2023;4020.0;chelodesmidae;family
2024;4021.0;cyrtodesmidae;family
2025;4022.0;dalodesmidae;family
2026;8236.0;haplodesmidae;family
2027;4024.0;euryuridae;family
2028;4025.0;fuhrmannodesmidae;family
2029;4026.0;gomphodesmidae;family
2030;4027.0;holistophallidae;family
2031;4028.0;macrosternodesmidae;family
2032;4029.0;paradoxosomatidae;family
2033;4030.0;platyrhacidae;family
2034;4031.0;polydesmidae;family
2035;4032.0;sphaeriodesmidae;family
2036;4033.0;trichopolydesmidae;family
2037;4034.0;tridontomidae;family
2038;4035.0;vaalogonopodidae;family
2039;4036.0;xystodesmidae;family
2040;4037.0;hypogexenidae;family
2041;4038.0;lophoproctidae;family
2042;4039.0;hirudisomatidae;family
2043;4040.0;kiusiozoniidae;family
2044;4041.0;polyzoniidae;family
2045;4042.0;siphoniulidae;family
2046;4043.0;sphaerotheriidae;family
2047;4044.0;eucratonychidae;family
2048;4045.0;cuneoppiidae;family
2049;4046.0;damaeolidae;family
2050;4047.0;dampfiellidae;family
2051;4048.0;dendroeremaeidae;family
2052;4049.0;drymobatidae;family
2053;4050.0;eniochthoniidae;family
2054;4051.0;epilohmanniidae;family
2055;4052.0;epimerellidae;family
2056;4053.0;eremaeozetidae;family
2057;4054.0;eremulidae;family
2058;4055.0;gehypochthoniidae;family
2059;4056.0;granuloppiidae;family
2060;4057.0;haplozetidae;family
2061;4058.0;hemileiidae;family
2062;4059.0;heterochthoniidae;family
2063;4060.0;heterozetidae;family
2064;4061.0;hyadesidae;family
2065;4062.0;hydrozetidae;family
2066;4063.0;hypochthoniidae;family
2067;4064.0;idiozetidae;family
2068;4065.0;liebstadiidae;family
2069;4066.0;limnozetidae;family
2070;4067.0;lohmanniidae;family
2071;4068.0;microtegeidae;family
2072;4069.0;multoribulidae;family
2073;4070.0;nanhermanniidae;family
2074;4071.0;nasobatidae;family
2075;4072.0;nesozetidae;family
2076;4073.0;nippobodidae;family
2077;4074.0;gonibregmatidae;family
2078;4075.0;ballophilidae;family
2079;4076.0;neogeophilidae;family
2080;4077.0;schendylidae;family
2081;4078.0;eriphantidae;family
2082;4079.0;oryidae;family
2083;4080.0;geophilidae;family
2084;4081.0;dignathodontidae;family
2085;4082.0;pselliodidae;family
2086;4083.0;scutigerinidae;family
2087;4084.0;scolopendridae;family
2088;4085.0;cryptopidae;family
2089;4086.0;scolopocryptopidae;family
2090;4087.0;catabotrydaceae;family
2091;4088.0;endogonaceae;family
2092;4089.0;ancylistaceae;family
2093;4090.0;entomophthoraceae;family
2094;4091.0;neozygitaceae;family
2095;4092.0;kickxellaceae;family
2096;4093.0;mortierellaceae;family
2097;4094.0;mucoraceae;family
2098;4095.0;pilobolaceae;family
2099;4096.0;radiomycetaceae;family
2100;4097.0;cochlonemataceae;family
2101;4098.0;ascodichaenaceae;family
2102;4099.0;dictydiaethaliaceae;family
2103;4100.0;labyrinthulaceae;family
2104;4101.0;pleomassariaceae;family
2105;4102.0;naetrocymbaceae;family
2106;4103.0;peltulaceae;family
2107;4104.0;lichinaceae;family
2108;4105.0;heppiaceae;family
2109;4106.0;gloeoheppiaceae;family
2110;4107.0;thelotremataceae;family
2111;4108.0;umbilicariaceae;family
2112;4109.0;elixiaceae;family
2113;4110.0;ropalosporaceae;family
2114;4111.0;microcaliciaceae;family
2115;4112.0;megalosporaceae;family
2116;4113.0;pertusariaceae;family
2117;4114.0;ochrolechiaceae;family
2118;4115.0;caliciaceae;family
2119;4116.0;megasporaceae;family
2120;4117.0;coccotremataceae;family
2121;4118.0;placynthiaceae;family
2122;4119.0;pannariaceae;family
2123;4120.0;ascocorticiaceae;family
2124;4121.0;dermateaceae;family
2125;4122.0;hemiphacidiaceae;family
2126;4123.0;loramycetaceae;family
2127;4124.0;leotiaceae;family
2128;4125.0;cudoniaceae;family
2129;4126.0;lahmiaceae;family
2130;4127.0;orbiliaceae;family
2131;4128.0;ascodesmidaceae;family
2132;4129.0;caloscyphaceae;family
2133;4130.0;chorioactidaceae;family
2134;4131.0;pyronemataceae;family
2135;4132.0;rhizinaceae;family
2136;4133.0;sarcosomataceae;family
2137;4134.0;tuberaceae;family
2138;4135.0;ascoideaceae;family
2139;4136.0;cephaloascaceae;family
2140;4137.0;dipodascaceae;family
2141;4138.0;lipomycetaceae;family
2142;4139.0;metschnikowiaceae;family
2143;4140.0;saccharomycetaceae;family
2144;4141.0;trichomonascaceae;family
2145;4142.0;calosphaeriaceae;family
2146;4143.0;pleurostomataceae;family
2147;4144.0;coniochaetaceae;family
2148;4145.0;nitschkiaceae;family
2149;4146.0;diaporthaceae;family
2150;4147.0;gnomoniaceae;family
2151;4148.0;melogrammataceae;family
2152;4149.0;sydowiellaceae;family
2153;4150.0;togniniaceae;family
2154;4151.0;valsaceae;family
2155;4152.0;nectriaceae;family
2156;4153.0;lulworthiaceae;family
2157;4154.0;spathulosporaceae;family
2158;4155.0;ceratostomataceae;family
2159;4156.0;ceratocystidaceae;family
2160;4157.0;ophiostomataceae;family
2161;4158.0;rhizophlyctidaceae;family
2162;4160.0;didymiaceae;family
2163;4161.0;elaeomyxaceae;family
2164;4162.0;lasiosphaeriaceae;family
2165;4163.0;sordariaceae;family
2166;4164.0;amphisphaeriaceae;family
2167;4165.0;clypeosphaeriaceae;family
2168;4166.0;hyponectriaceae;family
2169;4167.0;myelospermataceae;family
2170;4168.0;xylariaceae;family
2171;4169.0;taphrinaceae;family
2172;4170.0;agaricaceae;family
2173;4171.0;amanitaceae;family
2174;4172.0;cortinariaceae;family
2175;4173.0;cyphellaceae;family
2176;4174.0;entolomataceae;family
2177;4176.0;hygrophoraceae;family
2178;4177.0;inocybaceae;family
2179;4178.0;lyophyllaceae;family
2180;4179.0;marasmiaceae;family
2181;4180.0;mycenaceae;family
2182;4181.0;phelloriniaceae;family
2183;4182.0;physalacriaceae;family
2184;4183.0;pleurotaceae;family
2185;4184.0;psathyrellaceae;family
2186;4185.0;schizophyllaceae;family
2187;4186.0;strophariaceae;family
2188;4187.0;tapinellaceae;family
2189;4188.0;amylocorticiaceae;family
2190;4189.0;calostomataceae;family
2191;4190.0;diplocystidiaceae;family
2192;4191.0;gastrosporiaceae;family
2193;4192.0;gomphidiaceae;family
2194;4193.0;gyroporaceae;family
2195;4194.0;hygrophoropsidaceae;family
2196;4195.0;paxillaceae;family
2197;4196.0;sclerogastraceae;family
2198;4197.0;botryobasidiaceae;family
2199;4198.0;tulasnellaceae;family
2200;4199.0;geastraceae;family
2201;4200.0;asellariaceae;family
2202;4201.0;harpellaceae;family
2203;4202.0;amoebidiaceae;family
2204;4203.0;lentariaceae;family
2205;4204.0;cetoniidae;family
2206;4205.0;dynastidae;family
2207;4206.0;anthribidae;family
2208;4207.0;apionidae;family
2209;4208.0;attelabidae;family
2210;4209.0;aeshnidae;family
2211;4210.0;amphipterygidae;family
2212;4211.0;calopterygidae;family
2213;4212.0;chlorocyphidae;family
2214;4213.0;restionaceae;family
2215;4214.0;caliscelidae;family
2216;4215.0;ogcocephalidae;family
2217;4216.0;oneirodidae;family
2218;4217.0;myctophidae;family
2219;4218.0;neoscopelidae;family
2220;4219.0;aphyonidae;family
2221;4220.0;bythitidae;family
2222;4221.0;parabrotulidae;family
2223;4222.0;argentinidae;family
2224;4223.0;bathylagidae;family
2225;4224.0;galaxiidae;family
2226;4225.0;leptochilichthyidae;family
2227;4226.0;opisthoproctidae;family
2228;4227.0;salangidae;family
2229;4228.0;arapaimidae;family
2230;4229.0;gymnarchidae;family
2231;4230.0;hiodontidae;family
2232;4231.0;notopteridae;family
2233;4232.0;pantodontidae;family
2234;4233.0;acanthuridae;family
2235;4234.0;amarsipidae;family
2236;4235.0;ambassidae;family
2237;4236.0;apogonidae;family
2238;4237.0;belidae;family
2239;4238.0;brentidae;family
2240;4239.0;curculionidae;family
2241;4240.0;eumenidae;family
2242;4241.0;euchiridae;family
2243;4242.0;glaphyridae;family
2244;4243.0;glaresidae;family
2245;4244.0;hybosoridae;family
2246;4245.0;thurniaceae;family
2247;4246.0;typhaceae;family
2248;4247.0;derbidae;family
2249;4248.0;stictodiscaceae;family
2250;4249.0;arripidae;family
2251;4250.0;badidae;family
2252;4251.0;blenniidae;family
2253;4252.0;bovichtidae;family
2254;4253.0;carangidae;family
2255;4254.0;caristiidae;family
2256;4255.0;centracanthidae;family
2257;4256.0;centropomidae;family
2258;4257.0;cepolidae;family
2259;4258.0;channichthyidae;family
2260;4259.0;channidae;family
2261;4260.0;cheimarrichthyidae;family
2262;4261.0;clinidae;family
2263;4262.0;coryphaenidae;family
2264;4263.0;creediidae;family
2265;4264.0;cryptacanthodidae;family
2266;4265.0;datnioididae;family
2267;4266.0;dinopercidae;family
2268;4267.0;elassomatidae;family
2269;4268.0;eleotridae;family
2270;4269.0;embiotocidae;family
2271;4270.0;enoplosidae;family
2272;4271.0;ephippidae;family
2273;4272.0;gempylidae;family
2274;4273.0;gerreidae;family
2275;4274.0;gobiidae;family
2276;4275.0;grammatidae;family
2277;4276.0;haemulidae;family
2278;4277.0;hapalogenyidae;family
2279;4278.0;harpagiferidae;family
2280;4279.0;kyphosidae;family
2281;4280.0;labrisomidae;family
2282;4281.0;latidae;family
2283;4282.0;latridae;family
2284;4283.0;leiognathidae;family
2285;4284.0;luvaridae;family
2286;4285.0;menidae;family
2287;4286.0;monodactylidae;family
2288;4287.0;mullidae;family
2289;4288.0;nemipteridae;family
2290;4289.0;oplegnathidae;family
2291;4290.0;paedembiidae;family
2292;4291.0;baetiscidae;family
2293;4292.0;metretopodidae;family
2294;4293.0;acanthametropodidae;family
2295;4294.0;ameletidae;family
2296;4295.0;behningiidae;family
2297;4296.0;neoephemeridae;family
2298;4297.0;tricorythidae;family
2299;4298.0;ephemeridae;family
2300;4299.0;polymitarcyidae;family
2301;4300.0;euthyplociidae;family
2302;4301.0;oligoneuriidae;family
2303;4302.0;isonychiidae;family
2304;4303.0;acanthosomatidae;family
2305;4304.0;aleyrodidae;family
2306;4305.0;belostomatidae;family
2307;4306.0;berytidae;family
2308;4307.0;ceratocombidae;family
2309;4308.0;cymidae;family
2310;4309.0;dipsocoridae;family
2311;4310.0;gelastocoridae;family
2312;4311.0;geocoridae;family
2313;4312.0;hebridae;family
2314;4313.0;henicocoridae;family
2315;4314.0;hyocephalidae;family
2316;4315.0;largidae;family
2317;4316.0;macroveliidae;family
2318;4317.0;malcidae;family
2319;4318.0;mesoveliidae;family
2320;4319.0;miridae;family
2321;4320.0;naucoridae;family
2322;4321.0;ninidae;family
2323;4322.0;notonectidae;family
2324;4323.0;oxycarenidae;family
2325;4324.0;reduviidae;family
2326;4325.0;rhopalidae;family
2327;4326.0;rhyparochromidae;family
2328;4327.0;scutelleridae;family
2329;4328.0;stenocephalidae;family
2330;4329.0;termitaphididae;family
2331;4330.0;tessaratomidae;family
2332;4331.0;thaumastocoridae;family
2333;4332.0;ampulicidae;family
2334;4333.0;anaxyelidae;family
2335;4334.0;apidae;family
2336;4335.0;aulacidae;family
2337;4336.0;bethylidae;family
2338;4337.0;cephidae;family
2339;4338.0;ceraphronidae;family
2340;4339.0;cynipidae;family
2341;4340.0;dryinidae;family
2342;4341.0;evaniidae;family
2343;4342.0;formicidae;family
2344;4343.0;ibaliidae;family
2345;4344.0;megaspilidae;family
2346;4345.0;melittidae;family
2347;4346.0;pamphiliidae;family
2348;4347.0;pelecinidae;family
2349;4348.0;platygastridae;family
2350;4349.0;scelionidae;family
2351;4350.0;sclerogibbidae;family
2352;4351.0;scoliidae;family
2353;4352.0;sphecidae;family
2354;4353.0;kalotermitidae;family
2355;4354.0;rhinotermitidae;family
2356;4355.0;termitidae;family
2357;4356.0;tanzaniophasmatidae;family
2358;4357.0;boreidae;family
2359;4358.0;choristidae;family
2360;4359.0;meropeidae;family
2361;4360.0;panorpodidae;family
2362;4361.0;haematomyzidae;family
2363;4362.0;haematopinidae;family
2364;4363.0;hamophthiriidae;family
2365;4364.0;hybophthiridae;family
2366;4365.0;linognathidae;family
2367;4366.0;neolinognathidae;family
2368;4367.0;pecaroecidae;family
2369;4368.0;pedicinidae;family
2370;4369.0;polyplacidae;family
2371;4370.0;pthiridae;family
2372;4371.0;ratemiidae;family
2373;4372.0;amphientomidae;family
2374;4373.0;archipsocidae;family
2375;4374.0;asiopsocidae;family
2376;4375.0;epipsocidae;family
2377;4376.0;hemipsocidae;family
2378;4377.0;lachesillidae;family
2379;4378.0;lepidopsocidae;family
2380;4379.0;liposcelididae;family
2381;4380.0;philotarsidae;family
2382;4381.0;psoquillidae;family
2383;4382.0;sphaeropsocidae;family
2384;4383.0;aeolothripidae;family
2385;4384.0;heterothripidae;family
2386;4385.0;merothripidae;family
2387;4386.0;phlaeothripidae;family
2388;4387.0;thripidae;family
2389;4388.0;antipodoeciidae;family
2390;4389.0;barbarochthonidae;family
2391;4390.0;brachycentridae;family
2392;4391.0;calamoceratidae;family
2393;4392.0;hydrobiosidae;family
2394;4393.0;hydrosalpingidae;family
2395;4394.0;kokiriidae;family
2396;4395.0;leptoceridae;family
2397;4396.0;limnephilidae;family
2398;4397.0;odontoceridae;family
2399;4398.0;phryganopsychidae;family
2400;4399.0;pisuliidae;family
2401;4400.0;polycentropodidae;family
2402;4401.0;psychomyiidae;family
2403;4402.0;rhyacophilidae;family
2404;4403.0;rossianidae;family
2405;4404.0;sericostomatidae;family
2406;4405.0;stenopsychidae;family
2407;4406.0;tasimiidae;family
2408;4407.0;uenoidae;family
2409;4408.0;lepidotrichidae;family
2410;4409.0;amphionididae;family
2411;4410.0;acanthonotozomellidae;family
2412;4411.0;allocrangonyctidae;family
2413;4412.0;ampeliscidae;family
2414;4413.0;ampithoidae;family
2415;4414.0;anisogammaridae;family
2416;4415.0;aoridae;family
2417;4416.0;archaeoscinidae;family
2418;4417.0;aristiidae;family
2419;4418.0;bateidae;family
2420;4419.0;calliopiidae;family
2421;4420.0;caprellidae;family
2422;4421.0;cheluridae;family
2423;4422.0;chuneolidae;family
2424;4423.0;corophiidae;family
2425;4424.0;crangonyctidae;family
2426;4425.0;cressidae;family
2427;4426.0;cyphocarididae;family
2428;4427.0;cyproideidae;family
2429;4428.0;cystisomatidae;family
2430;4429.0;dairellidae;family
2431;4430.0;dexaminidae;family
2432;4431.0;dogielinotidae;family
2433;4432.0;eophliantidae;family
2434;4433.0;epimeriidae;family
2435;4434.0;gammaridae;family
2436;4435.0;gammaroporeiidae;family
2437;4436.0;haustoriidae;family
2438;4437.0;hyalellidae;family
2439;4438.0;hyalidae;family
2440;4439.0;ingolfiellidae;family
2441;4440.0;lafystiidae;family
2442;4441.0;lycaeopsidae;family
2443;4442.0;megaluropidae;family
2444;4443.0;melphidippidae;family
2445;4444.0;mesogammaridae;family
2446;6459927.0;microphasmidae;family
2447;4446.0;najnidae;family
2448;4447.0;neomegamphopidae;family
2449;8005.0;ochlesidae;family
2450;4449.0;oxycephalidae;family
2451;4450.0;paracercopidae;family
2452;4451.0;pardaliscidae;family
2453;4452.0;phliantidae;family
2454;4453.0;phronimidae;family
2455;4454.0;platyischnopidae;family
2456;4455.0;platyscelidae;family
2457;4456.0;pleustidae;family
2458;4457.0;podoceridae;family
2459;4458.0;proscinidae;family
2460;4420.0;caprellidae;family
2461;4460.0;pseudocrangonyctidae;family
2462;4461.0;scinidae;family
2463;4462.0;scopelocheiridae;family
2464;4463.0;sebidae;family
