;genusKey;genus;rank
98;1000554.0;limnias;genus
99;1000571.0;sinantherina;genus
100;5429346.0;lacinularia;genus
101;1000581.0;rotifer;genus
102;1000582.0;pentatrocha;genus
103;1000584.0;beauchampia;genus
104;1000588.0;octotrocha;genus
105;1000554.0;limnias;genus
106;1000491.0;ptygura;genus
107;1000593.0;brachionus;genus
108;1000594.0;tubicolaria;genus
109;1000606.0;conochilus;genus
110;1000618.0;conochilopsis;genus
111;1000620.0;anchitestudinella;genus
112;1000623.0;testudinella;genus
113;1000623.0;testudinella;genus
114;1000698.0;pompholyx;genus
115;1000703.0;collotheca;genus
116;1000777.0;stephanoceros;genus
117;1000779.0;acyclus;genus
118;1000782.0;atrochus;genus
119;1000784.0;cupelopagis;genus
120;1000784.0;cupelopagis;genus
121;1000789.0;adineta;genus
122;1000810.0;bradyscela;genus
123;1000813.0;esechielina;genus
124;1000814.0;pleuretra;genus
125;1000830.0;didymodactylos;genus
126;1000832.0;rotaria;genus
127;1000876.0;mniobia;genus
128;1000927.0;pseudoembata;genus
129;1000929.0;ceratotrocha;genus
130;1000934.0;callidina;genus
131;1000935.0;embata;genus
132;1000941.0;zelinkiella;genus
133;1000943.0;macrotrachela;genus
134;1001053.0;dissotrocha;genus
135;1001093.0;philodina;genus
136;1001149.0;anomopus;genus
137;1001152.0;scepanotrocha;genus
138;1001165.0;habrotrocha;genus
139;1001329.0;philodinavus;genus
140;1001332.0;henoceros;genus
141;1001335.0;abrochtha;genus
142;1001339.0;metopidia;genus
143;1001565.0;squatinella;genus
144;1001346.0;colurella;genus
145;1001342.0;paracolurella;genus
146;1001346.0;colurella;genus
147;1001393.0;mytilina;genus
148;1001394.0;lepadella;genus
149;1001565.0;squatinella;genus
150;1001591.0;hudsonella;genus
151;1001593.0;gastropus;genus
152;1001593.0;gastropus;genus
153;1001609.0;ascomorpha;genus
154;1001627.0;notops;genus
155;1001609.0;ascomorpha;genus
156;1001629.0;diglena;genus
157;1001637.0;balatro;genus
158;1001642.0;dicranophorus;genus
159;1001706.0;dorria;genus
160;1001708.0;pedipartia;genus
161;1001710.0;parencentrum;genus
162;1001714.0;pleurotrocha;genus
163;1001715.0;streptognatha;genus
164;1001717.0;glaciera;genus
165;1001719.0;donneria;genus
166;1001721.0;paradicranophorus;genus
167;1001730.0;parencentropsis;genus
168;1001731.0;albertia;genus
169;1001743.0;aspelta;genus
170;1001769.0;notommata;genus
171;1001770.0;inflatana;genus
172;1001772.0;myersinella;genus
173;1001777.0;encentrum;genus
174;1001889.0;dicranophoroides;genus
175;1001896.0;wierzejskiella;genus
176;1001908.0;kostea;genus
177;1001910.0;wigrella;genus
178;1001913.0;harringia;genus
179;1001916.0;asplanchna;genus
180;1001928.0;asplanchnopus;genus
181;1001933.0;elosa;genus
182;1001946.0;trichocerca;genus
183;1001937.0;monocerca;genus
184;1001938.0;proales;genus
185;1001939.0;ascomorphella;genus
186;1001942.0;heterognathus;genus
187;1001946.0;trichocerca;genus
188;1001946.0;trichocerca;genus
189;1001945.0;diurella;genus
190;1001946.0;trichocerca;genus
191;1002099.0;trichoda;genus
192;1002100.0;scaridium;genus
193;1001393.0;mytilina;genus
194;1002109.0;lophocharis;genus
195;1002167.0;lecane;genus
196;1002163.0;cathypna;genus
197;1002167.0;lecane;genus
198;1002167.0;lecane;genus
199;1002518.0;euchlanis;genus
200;1002514.0;dipleuchlanis;genus
201;1002518.0;euchlanis;genus
202;1002557.0;pseudoeuchlanis;genus
203;1002559.0;beauchampiella;genus
204;1002564.0;tripleuchlanis;genus
205;1002566.0;cotylegaleata;genus
206;1002568.0;kellicottia;genus
207;1002573.0;platyias;genus
208;1002582.0;keratella;genus
209;1002803.0;plationus;genus
210;1002810.0;tubipora;genus
211;1002811.0;notholca;genus
212;1002867.0;anuraeopsis;genus
213;1002582.0;keratella;genus
214;1002893.0;asciaporrecta;genus
215;1002897.0;tetrasiphon;genus
216;1002899.0;proalinopsis;genus
217;1002962.0;bryceella;genus
218;1002966.0;wulfertia;genus
219;1002970.0;microcodon;genus
220;1002972.0;lindia;genus
221;1002993.0;itura;genus
222;1003002.0;rhinoglena;genus
223;1003009.0;rhinops;genus
224;1003012.0;epiphanes;genus
225;1003011.0;enteroplea;genus
226;1003012.0;epiphanes;genus
227;1003027.0;mikrocodides;genus
228;1003034.0;proalides;genus
229;1003038.0;cyrtonia;genus
230;1003040.0;claria;genus
231;1003042.0;birgea;genus
232;1003044.0;wolga;genus
233;1003047.0;trichotria;genus
234;1003068.0;macrochaetus;genus
235;1000832.0;rotaria;genus
236;1003068.0;macrochaetus;genus
237;1003101.0;polyarthra;genus
238;1003123.0;ploesoma;genus
239;1003119.0;pseudoploesoma;genus
240;1003123.0;ploesoma;genus
241;1003123.0;ploesoma;genus
242;1003143.0;bipalpus;genus
243;1003123.0;ploesoma;genus
244;1003145.0;synchaeta;genus
245;1017584.0;perittotresis;genus
246;1017774.0;chondromorpha;genus
247;1017590.0;diglossosternoides;genus
248;1017592.0;mogyosoma;genus
249;1017594.0;wubidesmus;genus
250;1017598.0;hoplatria;genus
251;1017600.0;elatosus;genus
252;1017601.0;hylomus;genus
253;1017603.0;serangodes;genus
254;1017607.0;dicranogonus;genus
255;1017609.0;habrodesmus;genus
256;1017636.0;sichotanus;genus
257;1017641.0;mogyella;genus
258;1017643.0;tylopus;genus
259;1017663.0;boreohesperus;genus
260;1017666.0;promestosoma;genus
261;1017673.0;selminosoma;genus
262;1016739.0;delarthrum;genus
263;1017677.0;dicladosomella;genus
264;1017679.0;semnosoma;genus
265;1017680.0;mjoebergodesmus;genus
266;1017682.0;trogodesmus;genus
267;1017688.0;riukiupeltis;genus
268;1017355.0;solaenodolichopus;genus
269;1017692.0;desmoxytes;genus
270;1017746.0;metonomastus;genus
271;1017718.0;boreviulisoma;genus
272;1017720.0;himatiopus;genus
273;1017722.0;hedinomorpha;genus
274;1017724.0;sellanucheza;genus
275;1017730.0;paraustraliosoma;genus
276;1017743.0;dicladosoma;genus
277;1017746.0;metonomastus;genus
278;1017758.0;tridactylogonus;genus
279;1017760.0;australodesmus;genus
280;1017418.0;oxidus;genus
281;1017768.0;rhopalowales;genus
282;1017770.0;lasiodesmus;genus
283;1017771.0;paradoxosoma;genus
284;1017774.0;chondromorpha;genus
285;1017789.0;touranella;genus
286;1017791.0;borneochiropus;genus
287;1017793.0;hoplatessara;genus
288;1017797.0;pseudostrongylosoma;genus
289;1017799.0;euplinus;genus
290;1017800.0;exallostethus;genus
291;1017802.0;seminellogon;genus
292;1017813.0;kallistopeltis;genus
293;1017820.0;coleocacamus;genus
294;1017823.0;meridiurus;genus
295;1017826.0;ochrotropis;genus
296;1017833.0;aphelidesmus;genus
297;1017860.0;varyomus;genus
298;1017865.0;ptyxogon;genus
299;1017868.0;pachyurus;genus
300;1017869.0;thrinoxethus;genus
301;1017890.0;colomborus;genus
302;1017896.0;tribrachiorus;genus
303;1017899.0;pastazina;genus
304;1017901.0;polylepiscus;genus
305;1017918.0;phinotropis;genus
306;1017919.0;amplinus;genus
307;1017978.0;protaphelidesmus;genus
308;1017981.0;haematotropis;genus
309;1017993.0;trachelorhachis;genus
310;1017996.0;auturus;genus
311;1018001.0;pseudamplinus;genus
312;1018007.0;euryurus;genus
313;1018019.0;sculptoteles;genus
314;1018021.0;pycnotropis;genus
315;1018065.0;opisthoporodesmus;genus
316;1018068.0;opisotretus;genus
317;1018074.0;solaenaulus;genus
318;1018075.0;corypholophus;genus
319;1018077.0;martensodesmus;genus
320;1018079.0;retrodesmus;genus
321;1018081.0;nepalotretus;genus
322;1018083.0;bistolodesmus;genus
323;1018085.0;jaliscodesmus;genus
324;1018087.0;nearctodesmus;genus
325;1018106.0;ergodesmus;genus
326;1018104.0;harpogonopus;genus
327;1018106.0;ergodesmus;genus
328;1018118.0;helodesmus;genus
329;1014982.0;prosopodesmus;genus
330;1018127.0;dorsoporus;genus
331;1018129.0;napocodesmus;genus
332;1018132.0;trichopolydesmus;genus
333;1018135.0;ingurtidorgius;genus
334;1018137.0;bacillidesmus;genus
335;1018171.0;cyrtodesmus;genus
336;1018142.0;oncodesmella;genus
337;1018145.0;oncodesmoides;genus
338;1018171.0;cyrtodesmus;genus
339;1018159.0;oncodesmus;genus
340;1018167.0;agnurodesmus;genus
341;1018165.0;cyliocyrtus;genus
342;1018167.0;agnurodesmus;genus
343;1018171.0;cyrtodesmus;genus
344;1018211.0;cornalatus;genus
345;1018214.0;neoleptodesmus;genus
346;1018228.0;metaphallus;genus
347;1018230.0;rhachodesmus;genus
348;1018234.0;ceuthauxus;genus
349;1018294.0;aceratophallus;genus
350;1018247.0;pararhachistes;genus
351;1018253.0;chromodesmus;genus
352;1018262.0;diuncustoma;genus
353;1018270.0;tancitares;genus
354;1018272.0;unculabes;genus
355;1018279.0;tiphallus;genus
356;1018281.0;rhachidomorpha;genus
357;1018230.0;rhachodesmus;genus
358;1018294.0;aceratophallus;genus
359;1018310.0;curodesmus;genus
360;1018315.0;mexidesmus;genus
361;1018317.0;sakophallus;genus
362;1018319.0;strongylodesmus;genus
363;1018326.0;teinorhachis;genus
364;1018328.0;acutangulus;genus
365;1018336.0;ptyxodesmus;genus
366;1018338.0;trichodesmiella;genus
367;1018340.0;docodesmiella;genus
368;1018352.0;polydesmorhachis;genus
369;1018354.0;platyrhachus;genus
370;1018376.0;acanthodesmus;genus
371;1018378.0;stenoniodes;genus
372;1018380.0;platyrhacus;genus
373;1018473.0;diodontodesmus;genus
374;1018475.0;ernostyx;genus
375;1018480.0;nanorrhacus;genus
376;1018483.0;ilodesmus;genus
377;1018486.0;parazodesmus;genus
378;1018488.0;psammodesmus;genus
379;1018498.0;petalorhacus;genus
380;1018500.0;rhyphodesmus;genus
381;1018507.0;proaspis;genus
382;1018561.0;barydesmus;genus
383;1018561.0;barydesmus;genus
384;1018561.0;barydesmus;genus
385;1018561.0;barydesmus;genus
386;1018521.0;eurydirorhachis;genus
387;1018533.0;polylepis;genus
388;1018559.0;psaphodesmus;genus
389;1018561.0;barydesmus;genus
390;1018582.0;derodesmus;genus
391;1018584.0;eutrachyrhachis;genus
392;1018586.0;nyssodesmus;genus
393;1018609.0;hoplurorhachis;genus
394;1018612.0;acisternum;genus
395;1018615.0;taphodesmus;genus
396;1018616.0;paradesmorhachis;genus
397;1018620.0;afrodesmus;genus
398;1018623.0;campodesmus;genus
399;1018633.0;mimodesmus;genus
400;1018635.0;morogodesmus;genus
401;1018637.0;adontodesmus;genus
402;1018639.0;plagiodesmus;genus
403;1018642.0;ceratodesmus;genus
404;1018644.0;wajirinus;genus
405;1018646.0;coromus;genus
406;1018648.0;iringius;genus
407;1018650.0;kamerunomus;genus
408;1018653.0;lacnodesmus;genus
409;1018655.0;morocus;genus
410;1018661.0;orodesminus;genus
411;1018663.0;amurus;genus
412;1018666.0;vomorus;genus
413;1018668.0;ctenodesmus;genus
414;1018672.0;scytodesmus;genus
415;1004475.0;cystodictya;genus
416;1004482.0;taeniopora;genus
417;1004485.0;dichotrypa;genus
418;1004488.0;meekoporella;genus
419;1004490.0;glyptopora;genus
420;1004498.0;phractopora;genus
421;1004500.0;hexagonella;genus
422;1004502.0;meekopora;genus
423;1004504.0;prismopora;genus
424;1004508.0;scenellopora;genus
425;1004510.0;ramipora;genus
426;1004512.0;lichenalia;genus
427;1004514.0;crepipora;genus
428;1004516.0;dybowskiella;genus
429;1004519.0;fistulipora;genus
430;1004523.0;coelocaulis;genus
431;1004525.0;diamesopora;genus
432;1004527.0;fistuliphragma;genus
433;1004530.0;cliotrypa;genus
434;1004533.0;lagenicella;genus
435;1004545.0;lagenipora;genus
436;1004546.0;teuchopora;genus
437;1004550.0;coleopora;genus
438;1004554.0;petralia;genus
439;1004558.0;pseudoplatyglena;genus
440;1004560.0;neoeuthyris;genus
441;1004562.0;tropidozoum;genus
442;1004565.0;euthyrisella;genus
443;1004567.0;pleurotoichus;genus
444;1004569.0;hincksipora;genus
445;1004574.0;aetea;genus
446;1004593.0;sphaeropora;genus
447;1004595.0;drepanophora;genus
448;1004606.0;kladapheles;genus
449;1004608.0;lepraliella;genus
450;1004615.0;acanthophragma;genus
451;1004617.0;celleporaria;genus
452;1004705.0;multescharellina;genus
453;1004707.0;buchneria;genus
454;1004711.0;porella;genus
455;1004755.0;palmicellaria;genus
456;1004756.0;palmiskenea;genus
457;1004763.0;rhamphosmittina;genus
458;1004711.0;porella;genus
459;1004770.0;reussia;genus
460;1004770.0;reussia;genus
461;1004776.0;millepora;genus
462;1004777.0;cyclocolposa;genus
463;1004779.0;cystisella;genus
464;1004785.0;lepralia;genus
465;1004786.0;bryocryptella;genus
466;1004792.0;marguetta;genus
467;1004797.0;simibryocryptella;genus
468;1004799.0;cellarinelloides;genus
469;1004801.0;cellarinella;genus
470;1004820.0;systenopora;genus
471;1004822.0;sclerodomus;genus
472;1004827.0;monoporella;genus
473;1004840.0;cheiloporina;genus
474;1004847.0;hagiosynodos;genus
475;1004855.0;retelepralia;genus
476;1004857.0;cyttaridium;genus
477;1004859.0;cheilopora;genus
478;1004866.0;tetraplaria;genus
479;1005114.0;reteporella;genus
480;1004881.0;schizotheca;genus
481;1004892.0;triphyllozoon;genus
482;1004928.0;psileschara;genus
483;1004930.0;chevron;genus
484;1005086.0;plesiocleidochasma;genus
485;1004938.0;metacleidochasma;genus
486;1004980.0;rhynchozoon;genus
487;1004943.0;phidolopora;genus
488;1004951.0;iodictyum;genus
489;1004980.0;rhynchozoon;genus
490;1005114.0;reteporella;genus
491;4856032.0;pleuromucrum;genus
492;1005053.0;dentiporella;genus
493;4856032.0;pleuromucrum;genus
494;1005062.0;reteporellina;genus
495;1005085.0;hippoporina;genus
496;1005086.0;plesiocleidochasma;genus
497;1005093.0;cellepora;genus
498;1005094.0;schizoretepora;genus
499;1004881.0;schizotheca;genus
500;1005109.0;hippellozoon;genus
501;1005112.0;dictyochasma;genus
502;1005114.0;reteporella;genus
503;1005223.0;bryorachis;genus
504;1005226.0;stephanollona;genus
505;1005238.0;dhondtiscus;genus
506;1005241.0;umbonula;genus
507;1005246.0;posterula;genus
508;1005249.0;oshurkovia;genus
509;1005256.0;desmacystis;genus
510;1005259.0;astochoporella;genus
511;1005261.0;euthyroides;genus
512;1005265.0;hippaliosina;genus
513;1005278.0;gemelliporidra;genus
514;1005288.0;alysidium;genus
515;1005290.0;catenicula;genus
516;1005293.0;lunularia;genus
517;1005296.0;bryopastor;genus
518;1005301.0;pseudothyracella;genus
519;1005303.0;pseudolunularia;genus
520;1005306.0;selenaria;genus
521;1005324.0;myriapora;genus
522;1005333.0;myriozoum;genus
523;1005338.0;myriozoella;genus
524;1005342.0;leieschara;genus
525;1005344.0;marsupioporella;genus
526;1005346.0;hesyxochenia;genus
527;1005348.0;diploporella;genus
528;1005351.0;thairopora;genus
529;1005359.0;hesychoxenia;genus
530;1005361.0;thalamoporella;genus
531;1005410.0;dibunostoma;genus
532;1005414.0;sertulipora;genus
533;1005416.0;smittina;genus
534;1005417.0;phoceana;genus
535;1005422.0;didymosella;genus
536;1005428.0;tubiporella;genus
537;1005432.0;vix;genus
538;1005434.0;exechonella;genus
539;1005450.0;anexechona;genus
540;1005452.0;stephanopora;genus
541;1005455.0;anarthropora;genus
542;1005458.0;xynexecha;genus
543;1005460.0;triporula;genus
544;1005467.0;trilochites;genus
545;1005469.0;hippopodina;genus
546;1005481.0;thornelya;genus
547;1005500.0;akatopora;genus
548;1005503.0;rosseliana;genus
549;1005506.0;parantropora;genus
550;1005509.0;porina;genus
551;1005516.0;mosaicoporina;genus
552;1005519.0;semihaswellia;genus
553;1005524.0;tremotoichus;genus
554;1005509.0;porina;genus
555;1005527.0;haswelliporina;genus
556;1005533.0;macropora;genus
557;1005552.0;maiabuffonella;genus
558;1005554.0;aimulosia;genus
559;1005562.0;ipsibuffonella;genus
560;1005565.0;buffonellodes;genus
561;1005577.0;brettiopsis;genus
562;1005579.0;scruparia;genus
563;1005585.0;hippadenella;genus
564;1006969.0;yrbozoon;genus
565;1005593.0;parastichopora;genus
566;1005599.0;cookinella;genus
567;1005601.0;julianca;genus
568;1005603.0;acanthodesiomorpha;genus
569;1005605.0;austroflustra;genus
570;1005609.0;brettia;genus
571;1005613.0;neoflustra;genus
572;1005615.0;marcusadorea;genus
573;1005620.0;ogivalia;genus
574;1005623.0;klugeflustra;genus
575;1005632.0;bellulopora;genus
576;1005634.0;kymella;genus
577;1005637.0;crepis;genus
578;1005644.0;torquatella;genus
579;1005648.0;doryporella;genus
580;1005653.0;doryporellina;genus
581;1005656.0;veleroa;genus
582;1005669.0;watersipora;genus
583;1005669.0;watersipora;genus
584;1005678.0;uscia;genus
585;1005680.0;escharoides;genus
586;1005711.0;exochella;genus
587;1012045.0;macroxenodes;genus
588;1012054.0;mauritixenus;genus
589;1012065.0;chilexenus;genus
590;1012068.0;silvestrus;genus
591;1012075.0;monoxenus;genus
592;1012076.0;unixenus;genus
593;1012087.0;ankistroxenus;genus
594;1012106.0;polyxenus;genus
595;1012109.0;anopsxenus;genus
596;1012112.0;miopsxenus;genus
597;1012115.0;propolyxenus;genus
598;1012124.0;apoxenus;genus
599;1012127.0;typhloxenus;genus
600;1012130.0;eudigraphis;genus
601;1012133.0;pauropsxenus;genus
602;1012141.0;afraustraloxenodes;genus
603;1012148.0;macroxenus;genus
604;1012068.0;silvestrus;genus
605;1012155.0;mesoxenontus;genus
606;1012157.0;trichoproctus;genus
607;1012159.0;saroxenus;genus
608;1011894.0;monographis;genus
609;1012169.0;trichoblaniulus;genus
610;1012175.0;pseudonemasoma;genus
611;1012177.0;okeanobates;genus
612;1012180.0;japoniobates;genus
613;1012182.0;yosidaiulus;genus
614;1012184.0;enantiulus;genus
615;1012209.0;anatolicus;genus
616;1012212.0;amblyiulus;genus
617;1012249.0;serboiulus;genus
618;1012253.0;pacifiiulus;genus
619;1012257.0;ommatoiulus;genus
620;1012332.0;microiulus;genus
621;1012372.0;leptotyphloiulus;genus
622;1012376.0;rhodopiella;genus
623;1012377.0;telsonius;genus
624;1012406.0;japanioiulus;genus
625;1012407.0;cypriopachyiulus;genus
626;1012409.0;apfelbeckiella;genus
627;1012428.0;pachypodoiulus;genus
628;1012434.0;oncoiulus;genus
629;1012435.0;kryphioiulus;genus
630;1012446.0;pachiulus;genus
631;1012447.0;haplophyllum;genus
632;1012449.0;anaulaciulus;genus
633;1012455.0;chaitoiulus;genus
634;1012459.0;metaleptophyllum;genus
635;1012462.0;atopocystis;genus
636;1012464.0;kubaniulus;genus
637;1012467.0;chersoiulus;genus
638;1012471.0;japanoiulus;genus
639;1012474.0;symphyoiulus;genus
640;1012478.0;rumaniulus;genus
641;1012480.0;caspiopachyiulus;genus
642;1012702.0;nepalmatoiulus;genus
643;1012713.0;banatoiulus;genus
644;1012715.0;ophyiulus;genus
645;1012811.0;dangaraiulus;genus
646;1012813.0;mesoiulus;genus
647;1012837.0;acanthiulus;genus
648;1012838.0;peltopodoiulus;genus
649;1012879.0;micromastigoiulus;genus
650;1012881.0;baskoiulus;genus
651;1012978.0;spirobolus;genus
652;1012979.0;styrioiulus;genus
653;1012985.0;sibiriulus;genus
654;1012994.0;promeritoconus;genus
655;1012996.0;catamicrophyllum;genus
656;1013001.0;elbaiulus;genus
657;1013009.0;typhloiulus;genus
658;1013045.0;megaphyllum;genus
659;1013102.0;dolichoiulus;genus
660;1013109.0;grusiniulus;genus
661;1013111.0;syniulus;genus
662;1013199.0;microbrachyiulus;genus
663;9149099.0;paratyphloiulus;genus
664;1013203.0;calyptophyllum;genus
665;1013208.0;unciger;genus
666;1013217.0;archileucogeorgia;genus
667;1013221.0;geopachyiulus;genus
668;1022450.0;cleidogona;genus
669;1013229.0;byzantorhopalum;genus
670;1013231.0;trogloiulus;genus
671;1013244.0;metaiulus;genus
672;1013246.0;turboiulus;genus
673;1013256.0;allajulus;genus
674;1013282.0;heteroiulus;genus
675;1013284.0;pteridoiulus;genus
676;1013286.0;buchneria;genus
677;1013289.0;xestoiulus;genus
678;1013307.0;micropachyiulus;genus
679;1013311.0;fusiulus;genus
680;1013324.0;turkoiulus;genus
681;1013326.0;rossiulus;genus
682;1013332.0;interleptoiulus;genus
683;1013334.0;tachypodoiulus;genus
684;1013369.0;rhamphidoiulus;genus
685;1013374.0;mesomeritius;genus
686;1013376.0;anagaiulus;genus
687;1027914.0;hyleoglomeris;genus
688;1013402.0;pachyiulus;genus
689;1013509.0;hylopachyiulus;genus
690;1013514.0;hypsoiulus;genus
691;1013523.0;cylindroiulus;genus
692;1013765.0;spelaeoblaniulus;genus
693;1013771.0;syrioiulus;genus
694;1013773.0;parapachyiulus;genus
695;1013775.0;leptoiulus;genus
696;2302556.0;mucronalia;genus
697;1005730.0;hippoporidra;genus
698;1005743.0;odontoporella;genus
699;1005750.0;hippotrema;genus
700;1005752.0;fodinella;genus
701;1005756.0;hippoporella;genus
702;1005768.0;trilaminopora;genus
703;1005770.0;briarachnia;genus
704;1005772.0;brendella;genus
705;1005774.0;arachnopusia;genus
706;1005803.0;poricella;genus
707;1005814.0;poricellaria;genus
708;1005816.0;anoteropora;genus
709;1005822.0;mamillopora;genus
710;1005824.0;setosella;genus
711;1005830.0;rectonychocella;genus
712;1005835.0;chondriovelum;genus
713;1005838.0;smittipora;genus
714;1005853.0;floridina;genus
715;1005856.0;onychocella;genus
716;1005865.0;floridinella;genus
717;1005868.0;chlidoniopsis;genus
718;1005870.0;trypostega;genus
719;1005880.0;quadriscutella;genus
720;1005882.0;oppiphorina;genus
721;1005884.0;phorioppnia;genus
722;1005887.0;echinovadoma;genus
723;1005891.0;farciminaria;genus
724;1005895.0;farciminellum;genus
725;1005900.0;didymozoum;genus
726;1005904.0;columnella;genus
727;1005922.0;neothoa;genus
728;1005953.0;celleporella;genus
729;1005954.0;plesiothoa;genus
730;1005962.0;hippothoa;genus
731;1005982.0;haplota;genus
732;1005984.0;austrothoa;genus
733;1005986.0;antarctothoa;genus
734;1006012.0;ascosia;genus
735;1006014.0;fedora;genus
736;1006019.0;prostomaria;genus
737;1006021.0;tubucella;genus
738;1006024.0;margaretta;genus
739;1006039.0;himantozoumella;genus
740;1006041.0;cuneiforma;genus
741;1006043.0;uschakovia;genus
742;1006045.0;bugulella;genus
743;1006053.0;bicellarina;genus
744;1006055.0;falsibugulella;genus
745;1006057.0;calyptozoum;genus
746;1006060.0;farciminellopsis;genus
747;1006062.0;klugella;genus
748;1006065.0;halophila;genus
749;1006071.0;camptoplites;genus
750;1006101.0;himantozoum;genus
751;1006123.0;luguba;genus
752;1006125.0;dimetopia;genus
753;1006129.0;dendrobeania;genus
754;1006167.0;corynoporella;genus
755;1006169.0;bicellariella;genus
756;1006071.0;camptoplites;genus
757;1006185.0;caulibugula;genus
758;1006216.0;semidendrobeania;genus
759;1006219.0;cornucopina;genus
760;1006252.0;brettiella;genus
761;1006255.0;semikinetoskias;genus
762;1006257.0;flustra;genus
763;1006258.0;bugularia;genus
764;1006260.0;nordgaardia;genus
765;1006263.0;bugula;genus
766;1006343.0;bugulopsis;genus
767;1006348.0;kinetoskias;genus
768;1006362.0;sessibugula;genus
769;1006365.0;setosellina;genus
770;1006371.0;chorizopora;genus
771;1006378.0;costulostega;genus
772;1006382.0;reciprocus;genus
773;1006384.0;urceolipora;genus
774;1006388.0;pollicipora;genus
775;1006390.0;charixa;genus
776;1006392.0;bathypora;genus
777;1006395.0;membraniporella;genus
778;1006396.0;harpecia;genus
779;1006398.0;einhornia;genus
780;1006408.0;electra;genus
781;1006450.0;gontarella;genus
782;1006452.0;pyripora;genus
783;1006454.0;villicharixa;genus
784;1006457.0;membranipora;genus
785;1006458.0;aspidelectra;genus
786;1006465.0;mychoplectra;genus
787;1006469.0;serratiflustra;genus
788;1006472.0;securiflustra;genus
789;1006476.0;sarsiflustra;genus
790;1006489.0;hincksinoflustra;genus
791;1006493.0;nematoflustra;genus
792;1006495.0;retiflustra;genus
793;1006526.0;isosecuriflustra;genus
794;1006500.0;hincksina;genus
795;1006513.0;chartella;genus
796;1006522.0;sinoflustra;genus
797;1006526.0;isosecuriflustra;genus
798;1006534.0;kenella;genus
799;1006537.0;terminoflustra;genus
800;1006544.0;gregarinidra;genus
801;1006571.0;spiralaria;genus
802;1006573.0;inversiula;genus
