;genusKey;genus;rank
1748;1026817.0;messicobolus;genus
1749;1026862.0;schmidtolus;genus
1750;1026867.0;chelogonobolus;genus
1751;1026873.0;arolus;genus
1752;1026876.0;lankabolus;genus
1753;1026880.0;eucarlia;genus
1754;1026882.0;trucobolus;genus
1755;1026884.0;zygostrophus;genus
1756;1026886.0;ainigmabolus;genus
1757;1026890.0;cingalobolus;genus
1758;1026892.0;epombrophilus;genus
1759;1026894.0;phagostrophus;genus
1760;1026899.0;thrinciulus;genus
1761;1026902.0;spirostrophus;genus
1762;1026909.0;variulus;genus
1763;1026916.0;leptogoniulus;genus
1764;1026932.0;speleostrophus;genus
1765;1026983.0;sympastrophus;genus
1766;1026985.0;apeuthes;genus
1767;1026997.0;decelus;genus
1768;1027000.0;jobocricus;genus
1769;1027009.0;alcimobolus;genus
1770;1027014.0;andocricus;genus
1771;1027016.0;zipyge;genus
1772;1027019.0;anadenobolus;genus
1773;1027218.0;lissocricus;genus
1774;1027224.0;nesobolus;genus
1775;1027236.0;oxypyge;genus
1776;1027247.0;metacricus;genus
1777;1027019.0;anadenobolus;genus
1778;1027254.0;thyroproctus;genus
1779;1027257.0;desmocricus;genus
1780;1027259.0;auracricus;genus
1781;1027262.0;haitobolus;genus
1782;1027269.0;dibothrocricus;genus
1783;1027270.0;leiocricus;genus
1784;1027272.0;perucricus;genus
1785;1027279.0;poecilocricus;genus
1786;1027281.0;cubocricus;genus
1787;1027282.0;yucatobolus;genus
1788;1027284.0;cubobolus;genus
1789;1027286.0;argentocricus;genus
1790;1027288.0;fomentocricus;genus
1791;1027290.0;rhinocricus;genus
1792;1027456.0;neocricus;genus
1793;1027458.0;eurhinocricus;genus
1794;1027516.0;floridobolus;genus
1795;1027518.0;typhlobolellus;genus
1796;1027521.0;ergene;genus
1797;1027524.0;morelene;genus
1798;1027527.0;reddellobus;genus
1799;1027540.0;narceus;genus
1800;1027532.0;chicobolus;genus
1801;1027540.0;narceus;genus
1802;1023981.0;cambalopsis;genus
1803;1023941.0;trachyjulus;genus
1804;1023987.0;leiodere;genus
1805;1023992.0;proscelomerion;genus
1806;1023994.0;mexicambala;genus
1807;1023999.0;dimerogonus;genus
1808;1024008.0;tigolene;genus
1809;1024010.0;platydere;genus
1810;1024012.0;eumastigonus;genus
1811;1024019.0;endere;genus
1812;1024021.0;nannolene;genus
1813;1024034.0;paiteya;genus
1814;1024036.0;iulomorpha;genus
1815;1024037.0;pharodere;genus
1816;1024040.0;tridere;genus
1817;1024042.0;doilene;genus
1818;1024045.0;jarmilka;genus
1819;1024047.0;cambala;genus
1820;1024077.0;odachurus;genus
1821;1024079.0;zinagon;genus
1822;1024080.0;eclomus;genus
1823;1024081.0;titsona;genus
1824;1024085.0;alakene;genus
1825;1024087.0;buwatia;genus
1826;1024089.0;choctella;genus
1827;1024155.0;rhynchoproctus;genus
1828;1024093.0;picrogonopus;genus
1829;1024095.0;stenurostreptus;genus
1830;1024102.0;uriunceustreptus;genus
1831;1024104.0;harpurostreptus;genus
1832;1024109.0;cystogonopus;genus
1833;1024116.0;zinophora;genus
1834;1024150.0;carlogonus;genus
1835;1024153.0;fageostreptus;genus
1836;1024155.0;rhynchoproctus;genus
1837;1024104.0;harpurostreptus;genus
1838;1024172.0;organognathus;genus
1839;1024181.0;remulopygus;genus
1840;8520866.0;cercostreptus;genus
1841;1024212.0;sculptulistreptus;genus
1842;1024155.0;rhynchoproctus;genus
1843;1024216.0;thaiogonus;genus
1844;1024218.0;ctenorangoon;genus
1845;1024223.0;winklerostreptus;genus
1846;1024255.0;ktenostreptus;genus
1847;1024247.0;harpagophora;genus
1848;1024255.0;ktenostreptus;genus
1849;1024265.0;junceustreptus;genus
1850;1024270.0;lamellostreptus;genus
1851;1024282.0;poratophilus;genus
1852;1024286.0;apoctenophora;genus
1853;1014028.0;gonoplectus;genus
1854;1024367.0;tuberogonus;genus
1855;1024370.0;falcigonopus;genus
1856;1024374.0;janardananeptus;genus
1857;1024376.0;leptostreptus;genus
1858;1024381.0;phyllogonostreptus;genus
1859;1024381.0;phyllogonostreptus;genus
1860;1024388.0;anurostreptus;genus
1861;1024402.0;xystopyge;genus
1862;1024407.0;orthoporus;genus
1863;1024408.0;callistodontopyge;genus
1864;1024410.0;pleonoporus;genus
1865;1024412.0;haplothysaria;genus
1866;1024414.0;sphaeropyge;genus
1867;1024420.0;helicochetus;genus
1868;1024438.0;neodontopyge;genus
1869;1024441.0;kompsoprium;genus
1870;1024465.0;trichochaleponcus;genus
1871;1024470.0;heteropyge;genus
1872;1024471.0;bandeirenica;genus
1873;1024516.0;prionopetalum;genus
1874;1024554.0;lissopyge;genus
1875;1024557.0;tibiomus;genus
1876;1024576.0;ardiophyllum;genus
1877;1024580.0;rhamphidarpina;genus
1878;1024587.0;ctenoiulus;genus
1879;1024590.0;solenozophyllum;genus
1880;1024602.0;chaleponcus;genus
1881;1024630.0;plethocrossus;genus
1882;1024643.0;laciniogonus;genus
1883;1024652.0;thysanethus;genus
1884;1024654.0;sphaeropygista;genus
1885;1024655.0;archepyge;genus
1886;1024657.0;patinatiopsis;genus
1887;1024662.0;allantogonus;genus
1888;1024666.0;rhamphidarpe;genus
1889;1024670.0;congopyge;genus
1890;1024679.0;odontopyge;genus
1891;1024779.0;solenozophyllaria;genus
1892;1024787.0;cyclotarsus;genus
1893;1024790.0;hoffmanides;genus
1894;1024792.0;storthophorus;genus
1895;1024797.0;haplothysanus;genus
1896;1024814.0;patinatiella;genus
1897;1024817.0;odontopygella;genus
1898;1024821.0;odontopygista;genus
1899;1024823.0;rhamphidarpoides;genus
1900;1024861.0;helicochetina;genus
1901;1024863.0;syndesmogenus;genus
1902;1024884.0;patinatius;genus
1903;1024904.0;omopyge;genus
1904;1024910.0;korakophorus;genus
1905;1024912.0;coenobothrus;genus
1906;1024920.0;rhamphidarpella;genus
1907;1024923.0;harmomastix;genus
1908;1024927.0;spinotarsus;genus
1909;1025048.0;diaporus;genus
1910;1025052.0;kartinikus;genus
1911;1025056.0;scaphiostreptus;genus
1912;1025085.0;guanabarostreptus;genus
1913;1025089.0;cladodeptus;genus
1914;1025094.0;streptolus;genus
1915;1025097.0;aulonopygus;genus
1916;1025100.0;porostreptus;genus
1917;1026211.0;telodeinopus;genus
1918;1025143.0;isophyllostreptus;genus
1919;1025168.0;furcillogonus;genus
1920;1026149.0;nanostreptus;genus
1921;1025173.0;cearostreptus;genus
1922;1025176.0;pseudotibiozus;genus
1923;1025183.0;obelostreptus;genus
1924;9324789.0;tomogonopus;genus
1925;1025188.0;mayastreptus;genus
1926;1022642.0;caseya;genus
1927;1022672.0;metopiona;genus
1928;1022674.0;zantona;genus
1929;1022676.0;vasingtona;genus
1930;1022681.0;opiona;genus
1931;1022699.0;underwoodia;genus
1932;1022706.0;urochordeuma;genus
1933;1022709.0;biokoviella;genus
1934;1022711.0;blancosoma;genus
1935;1022713.0;tingupa;genus
1936;1022724.0;buotus;genus
1937;1022726.0;adshardicus;genus
1938;1022728.0;antrodicus;genus
1939;1022730.0;bulgardicus;genus
1940;1022732.0;egonpretneria;genus
1941;1022734.0;dacosoma;genus
1942;1022736.0;serbosoma;genus
1943;1022753.0;anamastigona;genus
1944;1022806.0;anthroleucosoma;genus
1945;1022810.0;banatosoma;genus
1946;1022813.0;caucaseuma;genus
1947;1022815.0;leschius;genus
1948;1022817.0;rhodoposoma;genus
1949;1022820.0;krueperia;genus
1950;1022823.0;stygiosoma;genus
1951;1022825.0;bulgarosoma;genus
1952;1022828.0;balkandicus;genus
1953;1022831.0;persedicus;genus
1954;1022833.0;ratcheuma;genus
1955;1022835.0;troglodicus;genus
1956;1022841.0;paraprodicus;genus
1957;1022842.0;heterolatzelia;genus
1958;1022852.0;teleckophoron;genus
1959;1022854.0;tarbagataya;genus
1960;1022856.0;elongeuma;genus
1961;1022858.0;altajella;genus
1962;1022860.0;peterjohnsia;genus
1963;1022862.0;pyreneosoma;genus
1964;1022864.0;cantabrosoma;genus
1965;1022866.0;haplobainosoma;genus
1966;1022870.0;turdulisoma;genus
1967;1022872.0;niphatrogleuma;genus
1968;1022874.0;brachytropisoma;genus
1969;1022877.0;ghilarovia;genus
1970;1022882.0;euzonus;genus
1971;1022884.0;marboreuma;genus
1972;1022886.0;apodigona;genus
1973;1022888.0;golovatchia;genus
1974;1022890.0;malayothrix;genus
1975;1022891.0;nipponothrix;genus
1976;1022893.0;reginaterreuma;genus
1977;1022895.0;australeuma;genus
1978;1022897.0;pocockia;genus
1979;1022899.0;metopidiothrix;genus
1980;1022941.0;schedotrigona;genus
1981;1022945.0;neocambrisoma;genus
1982;1022947.0;syntelopodeuma;genus
1983;1022949.0;maritimosoma;genus
1984;1022961.0;sakhalineuma;genus
1985;1022974.0;altajosoma;genus
1986;1022994.0;ancestreuma;genus
1987;1023008.0;orientyla;genus
1988;1023015.0;pacifiosoma;genus
1989;1023021.0;shearia;genus
1990;1023031.0;placodes;genus
1991;1023032.0;niponiothauma;genus
1992;1023033.0;diplomaragna;genus
1993;1023052.0;asiatyla;genus
1994;1023065.0;pterygostegia;genus
1995;1023076.0;tokyosoma;genus
1996;1023084.0;tessinosoma;genus
1997;1023087.0;mastigona;genus
1998;1023118.0;haploporatia;genus
1999;1023141.0;heterobraueria;genus
2000;1023145.0;paraporatia;genus
2001;1023147.0;mastigophorophyllon;genus
2002;1023171.0;bucovinosoma;genus
2003;1023173.0;taurinosoma;genus
2004;1023147.0;mastigophorophyllon;genus
2005;1023181.0;thaumaporatia;genus
2006;1023196.0;karpatophyllon;genus
2007;1023201.0;xiphochaeteporatia;genus
2008;1023203.0;nepalella;genus
2009;1023210.0;lankasoma;genus
2010;1023215.0;krauseuma;genus
2011;1023217.0;chamaesoma;genus
2012;1023220.0;xystrosoma;genus
2013;1023227.0;coiffaiteuma;genus
2014;1023229.0;scutogona;genus
2015;1023233.0;meinerteuma;genus
2016;1023235.0;alavasoma;genus
2017;1023237.0;guipuzcosoma;genus
2018;1023239.0;psychrosoma;genus
2019;1023242.0;vandeleuma;genus
2020;1023244.0;hypnosoma;genus
2021;1023246.0;hungarosoma;genus
2022;1023249.0;verhoeffeuma;genus
2023;1023254.0;brachychaeteuma;genus
2024;1023254.0;brachychaeteuma;genus
2025;1023270.0;trachysoma;genus
2026;1023273.0;trachygona;genus
2027;1023274.0;halleinosoma;genus
2028;1023280.0;acrochordum;genus
2029;1023288.0;gottscheeosoma;genus
2030;1023290.0;apterourus;genus
2031;1023292.0;speophilosoma;genus
2032;1023294.0;japanoparvus;genus
2033;1023296.0;hoffmaneuma;genus
2034;1023298.0;vascanthogona;genus
2035;1023317.0;macrochaetosoma;genus
2036;1023301.0;cranogona;genus
2037;1023311.0;anthogona;genus
2038;1023314.0;camptogona;genus
2039;1023317.0;macrochaetosoma;genus
2040;1023336.0;hendersonula;genus
2041;1023338.0;betscheuma;genus
2042;1023345.0;sumatreuma;genus
2043;1023346.0;infulathrix;genus
2044;1023348.0;heterochordeuma;genus
2045;1023355.0;hispaniosoma;genus
2046;1023357.0;ceratosphys;genus
2047;1023378.0;marquetia;genus
2048;1023384.0;fuentea;genus
2049;1023386.0;hispaniodesmus;genus
2050;1023387.0;proceratosphys;genus
2051;1023389.0;opisthocheiron;genus
2052;1023405.0;romanosoma;genus
2053;1023410.0;haasea;genus
2054;1023452.0;dendromonomeron;genus
2055;1023446.0;xylophageuma;genus
2056;1023449.0;hylebainosoma;genus
2057;1023452.0;dendromonomeron;genus
2058;1023453.0;paeonisoma;genus
2059;1023455.0;trimerophorella;genus
2060;1023466.0;osellasoma;genus
2061;1023468.0;schizmohetera;genus
2062;1023472.0;mesotrimeron;genus
2063;1023473.0;fagina;genus
2064;1023476.0;pseudocraspedosoma;genus
2065;1023493.0;neoatractosoma;genus
2066;1023501.0;trimerophoron;genus
2067;1023505.0;epirosomella;genus
2068;1023507.0;microbrachysoma;genus
2069;1023511.0;tianella;genus
2070;1023513.0;entomobielzia;genus
2071;1023517.0;pseudoclis;genus
2072;1023519.0;alloiopus;genus
2073;1023591.0;conotyla;genus
2074;1023522.0;brunsonia;genus
2075;1023529.0;japanosoma;genus
2076;1023531.0;macromastus;genus
2077;1023534.0;orthogmus;genus
2078;1023536.0;zygotyla;genus
2079;1023538.0;austrotyla;genus
2080;1023538.0;austrotyla;genus
2081;1023544.0;bollmanella;genus
2082;1023553.0;troglotyla;genus
2083;1023555.0;crassotyla;genus
2084;1023557.0;taiyutyla;genus
2085;1023574.0;idagona;genus
2086;1023576.0;plumatyla;genus
2087;1023582.0;corypus;genus
2088;1023585.0;endopus;genus
2089;1023587.0;lophomus;genus
2090;1023591.0;conotyla;genus
2091;1023621.0;yasudatyla;genus
2092;1023623.0;achemenides;genus
2093;1023624.0;lusitaniosoma;genus
2094;1023626.0;chordeumella;genus
2095;1023629.0;chordeuma;genus
2096;1023647.0;mycogona;genus
2097;1023658.0;melogona;genus
2098;1023688.0;orthochordeumella;genus
2099;1023700.0;parachordeuma;genus
2100;1023706.0;haplogona;genus
2101;1023706.0;haplogona;genus
2102;1023724.0;branneria;genus
2103;1023763.0;mexiterpes;genus
2104;1023729.0;tynopus;genus
2105;1023730.0;trigenotyla;genus
2106;1020533.0;trichopetalum;genus
2107;1023756.0;scoterpes;genus
2108;1023763.0;mexiterpes;genus
2109;1023772.0;dimastosternum;genus
2110;1023775.0;glomogonium;genus
2111;1023780.0;schubartia;genus
2112;1023785.0;tylogonium;genus
2113;1023788.0;allorhiscosoma;genus
2114;1023791.0;grassografia;genus
2115;1023793.0;coelogonium;genus
2116;1023795.0;stiphrogonium;genus
2117;1023799.0;rhiscosoma;genus
2118;1023801.0;syngonopodium;genus
2119;1023805.0;eurygonium;genus
2120;1023809.0;polyphematia;genus
2121;1023832.0;julialpium;genus
2122;1023836.0;attemsia;genus
2123;1023853.0;symphyosphys;genus
2124;1023856.0;mecogonopodium;genus
2125;1023865.0;striaria;genus
2126;1023863.0;vaferia;genus
2127;1023865.0;striaria;genus
2128;1023883.0;speostriaria;genus
2129;1023884.0;vieteuma;genus
2130;1023888.0;kashmireuma;genus
2131;1023892.0;rhiscosomides;genus
2132;1023903.0;adrityla;genus
2133;1023907.0;vascosoma;genus
2134;1023909.0;beticosoma;genus
2135;1023911.0;asturasoma;genus
2136;1023913.0;origmatogona;genus
2137;1023916.0;acherosoma;genus
2138;1023937.0;haasia;genus
2139;1023941.0;trachyjulus;genus
2140;1016337.0;goyazodesmus;genus
2141;1016343.0;epiporopeltis;genus
2142;1016353.0;pimodesmus;genus
2143;1016355.0;caraibodesmus;genus
2144;1016368.0;atylophor;genus
2145;1016369.0;cheirodesmus;genus
2146;1016372.0;mallotodesmus;genus
2147;1016374.0;arthromachus;genus
2148;1016376.0;iphyria;genus
2149;1016379.0;trachelodesmus;genus
2150;1016383.0;gangugia;genus
2151;1016388.0;entelopus;genus
2152;1016390.0;proletus;genus
2153;4576202.0;cryptoporatia;genus
2154;1015845.0;alocodesmus;genus
2155;1016398.0;antrogonodesmus;genus
2156;1016400.0;loomisiola;genus
2157;1016403.0;tomodesmus;genus
2158;1016405.0;eutyporhachis;genus
2159;1016410.0;solaenorhabdus;genus
2160;1016287.0;trichomorpha;genus
2161;1016414.0;drepanodesmus;genus
2162;1016417.0;craterodesmus;genus
2163;1016419.0;oreodesmus;genus
2164;1016421.0;cantabrodesmus;genus
2165;1016425.0;zigwadesmus;genus
2166;1016429.0;arthrosolaenomeris;genus
2167;1016432.0;inconus;genus
2168;1016436.0;incodesmus;genus
2169;1016438.0;macrocoxodesmus;genus
2170;1016440.0;gonorygma;genus
2171;1016442.0;schistides;genus
2172;1016447.0;doidesmus;genus
2173;1016449.0;priodesmus;genus
2174;1016460.0;thanatomimus;genus
2175;1016463.0;callistocilla;genus
2176;1016465.0;lipodesmus;genus
2177;1016467.0;xyodesmus;genus
2178;1016472.0;iguazus;genus
2179;1016474.0;thymodesmus;genus
2180;1016477.0;euthydesmus;genus
2181;1016479.0;diarcuaria;genus
2182;1016481.0;prepodesmus;genus
2183;1016485.0;cormodesmus;genus
2184;1016488.0;odontokrepis;genus
2185;1016494.0;brasiloschubartia;genus
2186;1015644.0;lepturodesmus;genus
2187;1016500.0;watoporus;genus
2188;1016503.0;angelodesmus;genus
2189;1016505.0;igaraparana;genus
2190;1016507.0;tidasus;genus
2191;1016509.0;leiodesmus;genus
2192;1016530.0;sandalodesmus;genus
2193;1016538.0;plusioporodesmus;genus
2194;1016540.0;corystauchenus;genus
2195;1016542.0;obiricodesmus;genus
2196;1016548.0;mandarinopus;genus
2197;1016550.0;topalosoma;genus
2198;1016552.0;brochopeltis;genus
2199;1016556.0;hirtodrepanum;genus
2200;1016558.0;pseudogonodrepanum;genus
2201;1016563.0;dendrogonopus;genus
2202;1016566.0;lundasoma;genus
2203;1016570.0;australiosoma;genus
2204;1016585.0;haplosomum;genus
2205;1016594.0;gonodrepanum;genus
2206;1016601.0;stosatea;genus
2207;1016858.0;eustrongylosoma;genus
2208;1017594.0;wubidesmus;genus
2209;1016635.0;luzonomorpha;genus
2210;1016638.0;tonkinosoma;genus
2211;1016640.0;aulacoporus;genus
2212;1016644.0;haplogonosoma;genus
2213;1016646.0;kronopolites;genus
2214;1016653.0;polylobosoma;genus
2215;1016656.0;scolodesmus;genus
2216;1017267.0;nedyopus;genus
2217;1016667.0;dajakina;genus
2218;1016669.0;lohmanderodesmus;genus
2219;1016673.0;telodrepanum;genus
2220;1016675.0;atropisoma;genus
2221;1016680.0;polydrepanum;genus
2222;1017774.0;chondromorpha;genus
2223;1016691.0;sundaninella;genus
2224;1016694.0;aschistodesmus;genus
2225;1016696.0;helicopodosoma;genus
2226;1017276.0;cawjeekelia;genus
2227;1016700.0;curiosoma;genus
2228;1016810.0;cnemodesmus;genus
2229;1016704.0;tectoporus;genus
2230;1016710.0;aponedyopus;genus
2231;1016712.0;haplogonomorpha;genus
2232;1016719.0;catharosoma;genus
2233;1016737.0;orangutana;genus
2234;1016739.0;delarthrum;genus
2235;1016741.0;malayorthomorpha;genus
2236;1016744.0;suohelisoma;genus
2237;1016746.0;arthrogonopus;genus
2238;1016748.0;pleuroporodesmus;genus
2239;1016750.0;tetracentrosternus;genus
2240;1016752.0;centrodesmus;genus
2241;1016755.0;notodesmus;genus
2242;1016757.0;cleptomorpha;genus
2243;1016759.0;leiozonius;genus
2244;1016764.0;habrodesmella;genus
2245;1016767.0;gonodrepanoides;genus
2246;1016770.0;pleonaraius;genus
2247;1016773.0;gigantomorpha;genus
2248;1016775.0;kepolydesmus;genus
2249;1016776.0;nothrosoma;genus
2250;1016778.0;ciliciosoma;genus
2251;1016780.0;tetrarthrosoma;genus
2252;1016808.0;laviusoma;genus
2253;1016810.0;cnemodesmus;genus
2254;1016811.0;astromontosoma;genus
2255;1016813.0;graphisternum;genus
2256;1016817.0;trachydesmus;genus
2257;1016819.0;podochresimus;genus
2258;1016822.0;eviulisoma;genus
2259;1016739.0;delarthrum;genus
2260;1016828.0;cnemodesmina;genus
2261;1016833.0;substrongylosoma;genus
2262;1016835.0;asiomorpha;genus
2263;1016844.0;habrodesmoides;genus
2264;1016847.0;piccola;genus
2265;1016858.0;eustrongylosoma;genus
2266;1016861.0;pratinus;genus
2267;1016601.0;stosatea;genus
2268;1016866.0;chamberlinius;genus
2269;1017058.0;sumatreonina;genus
2270;1017060.0;archicladosoma;genus
2271;1017062.0;grammorhabdus;genus
2272;1017067.0;euphyodesmus;genus
2273;1017072.0;oligodesmus;genus
2274;1017075.0;inodesmus;genus
2275;1017076.0;sundanina;genus
2276;1017090.0;laterogonopus;genus
2277;1017092.0;stygiochiropus;genus
2278;1017094.0;antheromorpha;genus
2279;1017099.0;gigantowales;genus
2280;1017101.0;julidesmus;genus
2281;1017458.0;iulidesmus;genus
2282;1017643.0;tylopus;genus
2283;1017106.0;eroonsoma;genus
2284;1017123.0;chapanella;genus
2285;1017128.0;streptocladosoma;genus
2286;1017130.0;antichiropus;genus
2287;1017144.0;gonobelus;genus
2288;1017146.0;phaeodesmus;genus
2289;1017150.0;eudasypeltis;genus
2290;1017153.0;myallosoma;genus
2291;1017155.0;cylindrodesmus;genus
2292;1017172.0;chinosoma;genus
2293;1017174.0;szechuanella;genus
2294;1017176.0;kalimantanina;genus
2295;1017180.0;annamina;genus
2296;1017182.0;mestosoma;genus
2297;1017267.0;nedyopus;genus
2298;1016694.0;aschistodesmus;genus
2299;1017276.0;cawjeekelia;genus
2300;1017280.0;kaschmiriosoma;genus
2301;1016644.0;haplogonosoma;genus
2302;1017292.0;anaulacodesmus;genus
2303;1017376.0;akamptogonus;genus
2304;1017327.0;streptogonopus;genus
2305;1017333.0;carinorthomorpha;genus
2306;1016646.0;kronopolites;genus
2307;1017344.0;ergethus;genus
2308;1017346.0;montesecaria;genus
2309;1017349.0;xiphidiogonus;genus
2310;1016844.0;habrodesmoides;genus
2311;1017355.0;solaenodolichopus;genus
2312;1017357.0;alogolykus;genus
2313;1017363.0;nasmodesosoma;genus
2314;1017365.0;yuennanina;genus
2315;1017367.0;campsogon;genus
2316;1017369.0;isocladosoma;genus
2317;1017371.0;helicorthomorpha;genus
2318;1017374.0;sigipinius;genus
2319;1017376.0;akamptogonus;genus
2320;1017388.0;ologonosoma;genus
2321;1017391.0;onciurosoma;genus
2322;1017400.0;ectodesmus;genus
2323;1017402.0;myrmekia;genus
2324;1017405.0;walesoma;genus
2325;1017408.0;caloma;genus
2326;1017458.0;iulidesmus;genus
2327;1017414.0;xanthodesmus;genus
2328;1017416.0;somethus;genus
2329;1017418.0;oxidus;genus
2330;1017376.0;akamptogonus;genus
2331;1017454.0;vietnamorpha;genus
2332;1017456.0;borneonina;genus
2333;1017458.0;iulidesmus;genus
2334;1017463.0;aklerobunus;genus
2335;1017466.0;anoplodesmus;genus
2336;1017488.0;fontaria;genus
2337;1017489.0;peridontopyge;genus
2338;1017490.0;orthomorpha;genus
2339;1019787.0;eurymerodesmus;genus
2340;1019821.0;paresmus;genus
2341;1019824.0;tridontomus;genus
2342;1019827.0;aenigmopus;genus
2343;1019829.0;erythrodemus;genus
2344;1019831.0;tzitzikamina;genus
2345;1019833.0;harpethrix;genus
2346;1019835.0;platytarropus;genus
2347;1019837.0;vanhoeffenia;genus
2348;1019842.0;asphalidesmus;genus
2349;1019845.0;monenchodesmus;genus
2350;1019853.0;pseudothelydesmus;genus
2351;1019855.0;dalodesmus;genus
2352;1019861.0;stenauchenia;genus
2353;1019863.0;icosidesmus;genus
2354;1019865.0;perbrinckiella;genus
2355;1019868.0;agathodesmus;genus
2356;1019872.0;dityloura;genus
2357;1019874.0;oeciaconus;genus
2358;1019878.0;gnomeskelus;genus
2359;1019896.0;peninsularia;genus
2360;1019855.0;dalodesmus;genus
2361;1019900.0;allawrencius;genus
2362;1019902.0;lissodesmus;genus
2363;1019907.0;orthorhachis;genus
2364;1019909.0;tongodesmus;genus
2365;1019911.0;gephyrodesmus;genus
2366;1019913.0;philocaffrus;genus
2367;1019917.0;abatodesmus;genus
2368;1019919.0;gonokollesis;genus
2369;1019962.0;notonaia;genus
2370;1019964.0;tasmaniosoma;genus
2371;1019966.0;gasterogramma;genus
2372;1019972.0;platytarrus;genus
2373;1019974.0;canacophilus;genus
2374;1019977.0;notonesiotes;genus
2375;1019979.0;sphaerotrichopus;genus
2376;1019984.0;doryskelus;genus
2377;1019986.0;blysmopeltis;genus
2378;1019988.0;pacificosoma;genus
2379;1019990.0;paurodesmus;genus
2380;1019994.0;pseudoprionopeltis;genus
2381;1019997.0;tsagonus;genus
2382;1020002.0;mikroporus;genus
2383;1020004.0;schubartina;genus
2384;1020006.0;cyphodesmus;genus
2385;1020014.0;hybocestus;genus
2386;1020142.0;desmonus;genus
2387;1020142.0;desmonus;genus
2388;1020021.0;tetraporosoma;genus
2389;1020039.0;ischnosphaeriodesmus;genus
2390;1020042.0;lophocyclus;genus
2391;1020047.0;sphaeriodesmus;genus
2392;1020086.0;haplocyclodesmus;genus
2393;1020122.0;cyclodesmus;genus
2394;1020125.0;bonetesmus;genus
2395;1020130.0;cylionus;genus
2396;1020006.0;cyphodesmus;genus
2397;1020138.0;taphrodesmus;genus
2398;1020140.0;glomeridesmus;genus
2399;1020141.0;desmoniella;genus
2400;1020142.0;desmonus;genus
2401;1020154.0;hypsiloporus;genus
2402;1020160.0;serradium;genus
2403;1019056.0;speodesmus;genus
2404;1020168.0;himalodesmus;genus
2405;1020170.0;usbekodesmus;genus
2406;1020174.0;nipponesmus;genus
2407;1020176.0;pacidesmus;genus
2408;1014641.0;polydesmus;genus
2409;1020185.0;schizoturanius;genus
2410;1020193.0;mastigonodesmus;genus
2411;1020202.0;eumastigonodesmus;genus
2412;1020204.0;uniramidesmus;genus
2413;1020213.0;bhutanodesmus;genus
2414;1020215.0;schedoleiodesmus;genus
2415;1020218.0;galliocookia;genus
2416;1020220.0;trachynotus;genus
2417;1020223.0;soleurus;genus
2418;1020224.0;utadesmus;genus
2419;1020227.0;propolydesmus;genus
2420;1020257.0;archipolydesmus;genus
2421;1020261.0;sardodesmus;genus
2422;1020263.0;brembosoma;genus
2423;8883366.0;turanodesmus;genus
2424;1020446.0;craspedosoma;genus
2425;1020447.0;lophobrachydesmus;genus
2426;1020449.0;pseudomastuchus;genus
2427;1020473.0;cretodesmus;genus
2428;1020475.0;pseudopolydesmus;genus
2429;1020517.0;jaxartes;genus
2430;1015193.0;scytonotus;genus
2431;7763523.0;peltogonopus;genus
2432;1020523.0;amphipeltis;genus
2433;1020524.0;prionomatis;genus
2434;1020526.0;kerkodesmus;genus
2435;1020527.0;bidentogon;genus
2436;1020531.0;tolosanius;genus
2437;1020533.0;trichopetalum;genus
2438;1020534.0;haplocookia;genus
2439;1020537.0;calianotus;genus
2440;1021032.0;elassystremma;genus
2441;1021037.0;ammodesmus;genus
2442;1021039.0;cenchrodesmus;genus
2443;1021041.0;termitodesmus;genus
2444;1021068.0;zephroniodesmus;genus
2445;1021070.0;siphonocryptus;genus
2446;1021073.0;brachycybe;genus
2447;1021085.0;bazillozonium;genus
2448;1021088.0;platydesmus;genus
2449;1021089.0;gosodesmus;genus
2450;1021095.0;sinocybe;genus
2451;1021102.0;sumatronium;genus
2452;1021103.0;eucybe;genus
2453;1021105.0;dolistenus;genus
2454;1021115.0;andrognathus;genus
2455;1021117.0;pseudodesmus;genus
2456;1021126.0;symphyopleurium;genus
2457;1021134.0;ischnocybe;genus
2458;1021136.0;mitocybe;genus
2459;1021140.0;yamasinaium;genus
2460;1021088.0;platydesmus;genus
2461;1021144.0;desmethus;genus
2462;1021147.0;rhaphonotum;genus
2463;1021184.0;tauricollarium;genus
2464;1021187.0;pseudoporatia;genus
2465;1021189.0;nethoiulus;genus
2466;1021192.0;prostemmiulus;genus
2467;1021246.0;stemmatoiulus;genus
2468;1021301.0;stemmiulus;genus
2469;1015124.0;platyzonium;genus
2470;1015125.0;singhalocryptus;genus
2471;1015127.0;caliodesmus;genus
2472;1015129.0;thelydesmus;genus
2473;1015132.0;dyakryptus;genus
2474;1015134.0;trichapomus;genus
2475;1015136.0;peridontodesmus;genus
2476;1015154.0;villiersiellina;genus
2477;1015157.0;apomus;genus
2478;1015159.0;kiusiunum;genus
2479;1015161.0;stenotodesmus;genus
2480;1015165.0;stenitus;genus
2481;1015167.0;enantigonodesmus;genus
2482;1015170.0;prosthenurodesmus;genus
2483;1015172.0;decaporodesmus;genus
2484;1015174.0;pelodesmus;genus
2485;1015176.0;monachodesmus;genus
2486;1015179.0;aporodesminus;genus
2487;1015182.0;krotonotum;genus
2488;1015184.0;tonodesmus;genus
2489;1015188.0;gasatomus;genus
2490;1015191.0;styloceylonius;genus
2491;1015193.0;scytonotus;genus
2492;1015196.0;tidopterus;genus
