gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1212530769	StillImage	image/jpeg	https://mediaphoto.mnhn.fr/media/1599574933242EXd2bzgIwr2rapPz							Plateforme Surfaçus			http://creativecommons.org/licenses/by/4.0/	
1212530769	StillImage	image/jpeg	https://mediaphoto.mnhn.fr/media/1599574932841hPv1rsK68QV1WVV4							Plateforme Surfaçus			http://creativecommons.org/licenses/by/4.0/	
1212530769	StillImage	image/jpeg	https://mediaphoto.mnhn.fr/media/159974410970729FxUhgN08Xs9td8							Plateforme Surfaçus			http://creativecommons.org/licenses/by/4.0/	
1212529046	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617020415l0Pdzlbq8KB9QrOR							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529046	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696170206432ADkrfEIzNxMWabv							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529045	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616964641I10EIeas2NCEsp1k							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529045	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616964878PpBqwRUfS2PAwpLP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529044	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616869409VFtVVllKhCZhGe0U							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529044	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616869235gtyvTRmD11Ou8HxV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529043	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616993991DAKZwaJWKCX5Ciu5							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529043	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616994256BmBgv0O8i1ghuJmL							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529041	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616900420VFcx5dgdmpuQ1W4H							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529041	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696169002020NvI6fK5BwFW560X							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529040	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616931175Qh4e88el06UHmVhP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529040	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469616931464N8fLpBYxJJ8r4qMI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529038	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14612420321264Qj2TNwu3K3RO0un							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529036	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617115934tRWXOPpm9eSNaoCj							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529036	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617115750oTYqp4dmXtgUKbQm							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529034	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617142526bTV2p2CVNgnuyCUR							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529034	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617142781CoWBQXEPCLy9gksg							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529033	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617064935MEenIaFfgWK2N19z							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1212529033	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696170651204mHYEyvHTmJmzKgX							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382286	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610103880WHXYcvitC33coFAT							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382285	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609175410CLDocrKgXx4PtlGS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382285	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609175596zuRLBRu30HMimAgP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382284	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610068734CickaQmbiSbuev3X							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382283	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609137556DRIGsG1aD194936a							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382283	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609137753Vm39PHofLRhI0fAj							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382281	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696206576852x38sUGTcPNY0Pil							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382277	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696099981664EqBxvF4HbQHqlE0							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382277	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609997882CoaEezuoQj0ib87P							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382273	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611808303pP7IfPlSD86Xut2Z							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382273	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611808533pAT7szXrYX33IN2n							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382272	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609964553paHwV0bKctEpuQfQ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382272	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609964829jEfRVEqHmmmxWa1E							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382270	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609213896GONEliqIVr9tmWid							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382270	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609213686zjP1ugPUyVg9QBzC							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382264	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696095748789Nin9BFrLeULtNyl							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382264	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609575133Nqk9oucgJ0ECTvyu							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382263	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609783678Otz9IKWKZhMro9Oo							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382261	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611299553IrNPM2FXUqUuUJrq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382260	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609753462h40VkEqhbZtk84Jo							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382259	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610033940XMtlrHTO4yGOcnKP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382259	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610033686XuUxmoP7fDP0TVcs							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382258	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609093820y03c3Ewe6Ym0HK50							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382258	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696090940080W1qoKrs0DcTEu1i							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382257	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618019809xX0d4xlpmuAFT2iY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382257	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618019390j1Y0YXRPphWVMH0d							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382256	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609810689xEye0dm4scOuNQ6c							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382255	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609533533aRzHthlIkIBlcjza							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382255	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609533305m1QIX9vY0JVFLkEW							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382253	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618547292xndbWUrYjFCnUkyJ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382252	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609717976hPBLDxqR4hWHoiLF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382252	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609718417XYVA6DtaCwlvns3t							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382252	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609718665iwlOYqDJzCkmSkCB							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382251	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618412680YqLsvAj50GG356Ns							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382250	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609609753TFx84nR20iYx1byd							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382250	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609609579OLfMHvg7ogvIrWyS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382249	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618352258FQ19qngtI9EMIi9r							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382249	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618352060TC2YGvQelqrqEs9c							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382249	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618352459M8Mt78eIKb77CRvh							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382248	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696105732569GreQ8uUGlrEAocT							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382248	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610573049IwshauF262uHYnje							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382248	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696105734419gwuoR47t84odHET							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382247	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696185782574zLN7Zct4wFBCvMW							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382246	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618385288C38O9zy55sueQYXV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382244	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610601047vosyDeiq21FK8aqY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382244	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610601579IeZwQI3Oed9ThW1a							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382244	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610601299OFVSdm1ZlGfv9C9Z							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382243	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618442582dFpvTb4qpWq2LehV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382242	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696104989711JCPVDGbAduubnpq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382242	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610498411yVW8QOWH7Zm15zmc							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382242	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610499469g2xT0ZczX7m9osS4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382241	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618614174gXbxaltPQGSQX9zu							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382241	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618614401F7PjUlO76IQv4eTz							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382240	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696184852678e4PFMheLOSzjCGg							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382240	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618485903Wy4m75xa6GJJdCY4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382240	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618485681KX8RLjhzPRTjwybB							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382239	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620470844rTDsgyF5GTHmDXE4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382239	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620470499kH5Pq6MsYY9QJxDY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382239	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620471031yLsFC7XY8cIdGGCZ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382238	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696098417100RDryKHq3uQJeaBZ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618643201OMHzJ5shTgqPmIqF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620319748zkfvGSB7EFvQrbmq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618642979mE2AXmmUI5IZMkZ9							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620320015aU41WTlgO0P3XkLX							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620320208Oiy4HDaOlfBnUl3e							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618643402kiZpjTLZ6cxr3JPO							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382236	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620401664jOlP8rHKW7YGy5F0							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382236	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620401464dA3ovxsCBhWTZlBr							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382236	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696204018458OtovSYUhKezipDe							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382234	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610880619WhOzdqMfK22KRjrn							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382234	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610880835FKNrnu0lMsMyLPPM							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382234	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610881044EZSn205nq3paiWDm							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382233	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611872649N53SRGPy61A1tz5q							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382233	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611872894j2EZM8hd4Idzq6xt							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382233	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611873104qbWilB8YbRd4Kazv							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382231	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618245601mBXFI1WlBArFSb3U							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382231	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618245424xFmtQ9HZkOnYRl1S							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382231	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618245212yTxAxex9rvzM4lpT							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382230	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696105302484y3c2BIqphON9eiX							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382230	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610529683fZ5nuaDLZ13Cdvx6							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382229	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696113772285KkI8aTKbUsCmfYX							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382228	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620369384UlI6VROgZKrYW1eU							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382228	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620369700KsAItY41EYPh72YR							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382228	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620369159AQ4e4qk17R4Clxkt							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382227	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610656379jZFuGBYeqMovCXOa							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382227	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610656656tvz1YsLFogghMVvS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382227	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/146961065693842me9doDmkQNECYn							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382226	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611930983eKgqIGODebF9RSVF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382226	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611931339OcEUKEIcmb95EiCY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382226	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611931552xOy3c1XWkMp1a8Ws							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382225	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610912508ZeFbZkdWccZKpF4l							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382225	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610912787GMvtr7EakjsubRtU							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382225	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696109122587eLBXH5XjDl99Gej							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382224	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620436645JqJKsg15DdbL1fXE							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382224	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620436226ysSEimmBT8U6UaTk							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382224	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620436421WI7SruPhMoJPa9LA							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382223	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617984570tvz0boUnKPrzH4VQ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382215	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611575859mQaxekv5nELmPMQM							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382215	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696115756080poZfhbHd6MWcilM							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382215	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611576067Q1CiLogeL59qI0yK							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382214	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617843169v7hVe7TqRTyEMMpm							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382214	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696178425226yx1Y04qGIGFNAGE							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382213	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620726752IpiSCAowI3SiZMtu							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382213	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620725831oHGt8M0khyDAfKjJ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064382212	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469612212917RM5c3jdYVH6ZZo7q							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381899	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611842445vGF3oUlQREBpqULC							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381899	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611842187cpNnHZ2pT2gsWFkv							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381757	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620630484w6mSGLAAE62mEyiq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381755	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611901414NVHA8VMk19TFSEGS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381755	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696119018305ffHrqoUAt1BXQFF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
