gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1064381755	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611901217Y6X7x9pDP1hBFC4z							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381749	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696178857663a8iLDhEk9HzuYOJ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381749	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617885568qdIOCjqz2HsSIOkF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381748	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696207546271cHzzRxDUMsSrOAw							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381748	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620754393VXC7K622Rf9oOcXq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381745	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620785833iTj5BGjrqHWfNtA4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381745	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620785619K78WI7MmnokfZzSk							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381744	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611707209Q4UaFlfZjusbdNvG							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381744	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611707420M82whVDvg6VGfkBy							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381743	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620813157cbIEk2XHGvcOap0C							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381743	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620813681kqsDR69rY8350Ca9							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381738	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608918468xjfr4mfLOtyA0hD7							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381738	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608918751nlAfK0dZimgJYMxj							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381736	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610465113jvWdAL97Rz19Evcb							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381736	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610464898RNO5x6CLnfDdflhV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381729	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696175873682qdHxwJlK0yIqaM7							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381729	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617587607dgzqGlkxbOEX6rUI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381728	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608825698Jc5V8J4pvPhftfLe							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381728	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696088254073CBTYOb1cLUAtrQY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381725	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611736425bummEM4Zuy6gVNvd							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381725	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611736699di4gzDGLQEC2PXTQ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381721	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696176175663WO0ysCbVz4MmyYj							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381721	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617617315C5UWGdgyMLh6Mw8w							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381711	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610426007PVH2ibc2DTti6KoU							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381711	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610426630zxKFH1zgkQHQF6ki							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381707	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609501781CcQFqjOlfNACzGLC							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381707	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609501586m1eHTeaHljhFjYg6							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381706	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609357235DuU4qxFQHI6IhLIN							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381706	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609357419r9ppxMzISAzXn8gY							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381703	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609457648dbwVjY1S8N8Jmabi							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381703	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609457434X8hZzE32kt9JBaut							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381701	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696094131373LzzY46IKLT5Wi8X							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381701	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696094145596qgM47ohACmTuMXE							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381700	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617723953K63CTiMi3XvzqxHv							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381700	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617723740bWqcKumsAVCnKvfM							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381635	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608424189MEM3nnU9HKGkU4Zy							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381635	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608424393CXJqyngfUcHeGJGg							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381633	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608371644BWoTxfIEghi5uSCt							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381633	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608371415lpXxuwMe596edqBI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381628	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696082669128xrrvd2u9w2fCn83							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381628	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608267257Va8k08qrBHQLCJh2							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381592	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610391043yb8mbQtocstN35x6							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381592	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696103912378xAnx0fYEsifeydV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381590	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696103466597oxCbFCYvreoAOj4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381590	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610349889iUdu4RjFh85Ppuj1							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381582	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610767437O2tiI714bDa1nlUy							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381582	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610772270BPh38n47budXYsTE							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381577	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620504316JJbmVBvYcs1FLMu2							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381577	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620503826sUOuWNKKn4fBA5Ts							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381577	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620504087D1hOA4JmWjKh1zB5							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381573	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620532700cWljuqXVt8Glz5ai							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381573	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696205329485ZNZB0lWbgd5BbFb							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381571	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696110207883c46LeJEqw11m1x8							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381571	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611020569PHOpp4E7WaM7o91n							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381568	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609316073gntbEvT1kxkHhJJf							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381568	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609316293kyw2s9fEZn5gJXGA							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381565	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617394728yYFEC0tszkCikcnf							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381565	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696173945269SoZJqHKr04r790d							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381564	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609266119vyTZbcGxqnvLjZLu							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381564	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609266332G2LWWmbDeoR5D5nW							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381563	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618311792rzn4MB4x9Uhr4cpc							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381563	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618312658UUQ9kPTCLUO7aLYg							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381562	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696099283793BfrbzeVigvnezRI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381562	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609927843EOuRiWmnrF7vb47C							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381560	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610735430xeH5tt1rNKDuOStS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381560	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696107356334vHLyH8tSnHLQxQE							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381558	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696085897248vNrU7YexAk5haYA							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381558	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608589964NGEn4HSICL9SKa4f							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381557	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608495515EILXg9jO5ZIcmicw							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381557	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608495292OsotPF9gJs7hv14E							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381556	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608538356T8UpRSoXkSATdgg4							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381556	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608538587gJ2fSlUrbQevg88S							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381554	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608637948XG8lYFPG2f93hSlb							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381554	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608637729dPhHaI4byhcSXvfq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381552	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696087355870rWlT3g8l4OI4hpT							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381552	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608735804kFELMjYvM4jE7LW5							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381552	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608736012SNOTIstPv4xTitJu							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381544	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1459515876687uf8bEgjS4oqF5ivX							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381543	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609047317CfbGPsS3tTyz5NpD							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381543	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609047136v5Jg6294CPmCHSWV							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381538	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469609004486uYnBRBv2JW8RmLRf							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381538	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696090046775hzuvgZQphOFWwux							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381518	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617812278255kzVjoTekbpg3X							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381518	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696178124730kTqwaMKN8DIQ53m							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381517	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620858677Cq1FD8QTHlV4vpLg							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381517	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620858415XmEE4gVj03rcV3M0							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381515	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617951502Pz93jBwwNVAgvfJG							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381515	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617951008h4EhgzavlThI1bow							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381512	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620690328gctE4dNQ5F5zvFVf							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381512	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696206900274tUBc2XCXpZTTwjh							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381511	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617465249CvLP3MNI3hCR2wvC							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381511	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617465448d41ioWZWcuk6PNtI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381482	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611539146EB7KU2qVni0h9RBn							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381482	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611538823RJGtbjtDHlAKa5xK							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381481	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617783743wSn45ygTm2nx0h6h							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381481	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696177839840breStKyrMqnfVAl							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381480	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618168028YbCJU9Q9cpxE4ZgC							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381480	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618168316fBKQmiwQFMjlOXaR							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381478	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617437886yvKOn8AmAC2rlhp3							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381478	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617437685nj0B8Dil3HCRwZiN							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381476	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618138487yc0vncz4D8efQYve							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381476	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696181382708Ux9AVk1ktFZEow2							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381472	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696177558709E1sM7jqPzbvvmqs							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381472	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617755656lTaxr6OM3kxE7XIf							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381467	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618203035zV3keI3rdrN7jgc1							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381467	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618203243DifwqB33qKwWM9tk							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381466	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469607912095akQDjSoRBCH8HxSw							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381465	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608137350CiHVCloqQvwSR4AL							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381464	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611407720x5uNgZPgwp6urTja							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381464	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611408352lTGUiwM85xCUtrpI							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381462	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608012051kGB54BZf5knd1oXs							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381462	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608011763qq6hxoTtz0b6dHMx							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381461	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469620992424z643ARIlRzq2kRQs							Cécile CALLOU			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381460	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611776466ayHvfBN3NmZizXPF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381460	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611776225izfuqA98NQGVZFBz							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381457	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618516418CLPC6DcBBLbE8D2y							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381456	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608063830WVV6EG4YQELDGXIQ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381455	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608882218C1FwlsDofFwNlhiB							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381455	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608882561S8H1LkjMKpZA2eD6							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381454	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469618048679CF6G7wzhtU5TfjQU							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381454	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696180493688c5su42xLksAxImT							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381453	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608956294GnyvnRb8OBCWyopW							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064381047	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469610700910OMVKU6wUv8pi95fS							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378928	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469611639351xDGogQBasp6y9X0s							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378922	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617334180GvPpBg01WCjiG7Es							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378922	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617334775GIeqE58yqf1FmlMJ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378921	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617308973wejuscHCqiDREF7R							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378921	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617308749IwgvLY7VmPkfduj3							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378920	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696173640338zrVEtx6eS23F1pw							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1064378920	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469617364234OGP8eTZU5ermRvEx							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044047582	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1461241774519lP3jC6YNJxknbdnL							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044047582	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1461241772795g0LOeIOEdTtKtwlx							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044045123	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14696176441826dZwXrmrAoMqzbx1							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044042915	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469621079087YeGT3EHqRiAxOOj9							Cécile CALLOU			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044042720	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469608778958a5GPkKD39n4MoFlk							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041571	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14609826091789FPjhCofnqWbT1dJ							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041571	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460982607850uZ4hGMsOkuGSBoQA							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041570	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460969986406GSFDqcKqwPiSq0gN							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041145	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460981100841rFef5N8ZSerwFcAF							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041145	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14609811066410cdn2LmovssTZjsD							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041145	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460981105363Rj99vIENEdUfbURr							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041143	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14609797987413LQm4lFDuqFvtVG6							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041143	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460979797478LxZH8r01NV8Q6nKq							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041143	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1460979777344OMNMJDSlYp9FmzpL							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041094	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469613291203nq6WYyAWnpQ9uKWK							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041091	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469612329296QZgxqGDhdH0lcvAP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041090	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469612734206zBleAcl6pCHCBjjP							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
1044041089	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1469612939423zTEaFtNWyEzkQbNL							Laura FLAMME			http://creativecommons.org/licenses/by-nc-nd/4.0/	
